SMILES,AURKB
[C@H](c1ncc[nH]1)c1ccc(F)cc1Cc1cncnc1,0.03944427
Oc1nc(c2ccccc2C2CC2)no1,0.10462623
Clc1cc(c2ccccc2C2CC2)no1,0.18206696
c1ccc(C2CCC2)c(C[C@@H]2CO2)c1,0.050434437
c1ccc(C2CCC2)c(C[C@H]2CO2)c1,0.050434437
OCc1cc(c2ccccc2C2CC2)no1,0.2338466
OCc1c[nH]c(c2ccccc2C2CC2)n1,0.24381413
O[C@@H](c1ccccc1C1CC1)C1CNC1,0.1257896
O[C@H](c1ccccc1C1CC1)C1CNC1,0.1257896
c1ccc([C@@H]2CCN2)c(C2CC2)c1,0.09536752
c1ccc([C@H]2CCN2)c(C2CC2)c1,0.09536752
CC(=O)c1c[nH]c(c2ccccc2C2CC2)n1,0.3750542
NC1CN(Cc2ccccc2C2CC2)C1,0.10805124
CCCc1nc(c2ccccc2C2CC2)c(N)n1C,0.100244366
CCCc1nc(c2ccccc2C2CC2)c(N)n1N,0.032489806
CC[C@@H](N)c1cc(c2ccccc2C2CC2)no1,0.044471797
CC[C@H](N)c1cc(c2ccccc2C2CC2)no1,0.044471797
N[C@@H](c1ccccc1C1CCC1)C1CC1,0.09153449
N[C@H](c1ccccc1C1CCC1)C1CC1,0.09153449
O[C@@H](c1ccccc1C1CCC1)C1CC1,0.2613359
O[C@H](c1ccccc1C1CCC1)C1CC1,0.2613359
Cc1nc(c2ccccc2C2CC2)c(N)n1C(C)C,0.060300007
CCCCn1cnc(c2ccccc2C2CC2)c1N,0.072552115
NC1=N[C@@H](c2ccccc2C2CC2)CO1,0.11915251
NC1=N[C@H](c2ccccc2C2CC2)CO1,0.11915251
CC(C)c1nc(c2ccccc2C2CC2)c(N)n1C,0.105930805
CCCn1c(C)nc(c2ccccc2C2CC2)c1N,0.0790958
CC(C)c1nc(c2ccccc2C2CC2)c(N)n1N,0.06352139
C=CCn1c(C)nc(c2ccccc2C2CC2)c1N,0.09963653
C[C@@H]1NCC[C@@H]1c1ccccc1C1CC1,0.032477304
C[C@H]1NCC[C@@H]1c1ccccc1C1CC1,0.032477304
C[C@H]1NCC[C@H]1c1ccccc1C1CC1,0.032477304
C#CCn1c(C)nc(c2ccccc2C2CC2)c1N,0.19687833
C[C@@H]1NCC[C@H]1c1ccccc1C1CC1,0.032477304
C[C@H]1CCN[C@@H]1c1ccccc1C1CC1,0.114515334
C[C@H]1CCN[C@H]1c1ccccc1C1CC1,0.114515334
C[C@@H]1CCN[C@H]1c1ccccc1C1CC1,0.114515334
C[C@@H]1CCN[C@@H]1c1ccccc1C1CC1,0.114515334
CC(C)Cn1cnc(c2ccccc2C2CC2)c1N,0.016771754
N[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.1702097
N[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.1702097
N[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.1702097
N[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.1702097
C[C@H]1C[C@@H](c2ccccc2C2CC2)CN1,0.13710298
C[C@@H]1C[C@H](c2ccccc2C2CC2)CN1,0.13710298
C[C@H]1C[C@H](c2ccccc2C2CC2)CN1,0.13710298
C[C@@H]1C[C@@H](c2ccccc2C2CC2)CN1,0.13710298
CCC[C@H](N)c1cc(c2ccccc2C2CC2)no1,0.059751876
CCC[C@@H](N)c1cc(c2ccccc2C2CC2)no1,0.059751876
O[C@@H]1CN[C@H](c2ccccc2C2CC2)C1,0.11863174
O[C@H]1CN[C@@H](c2ccccc2C2CC2)C1,0.11863174
O[C@H]1CN[C@H](c2ccccc2C2CC2)C1,0.11863174
O[C@@H]1CN[C@@H](c2ccccc2C2CC2)C1,0.11863174
CC1(C#N)CN(Cc2ccccc2C2CC2)C1,0.08435522
NC1=NC[C@@H](c2ccccc2C2CC2)N1,0.100216866
NC1=NC[C@H](c2ccccc2C2CC2)N1,0.100216866
NC1=NC[C@@H](c2ccccc2C2CC2)O1,0.053116813
NC1=NC[C@H](c2ccccc2C2CC2)O1,0.053116813
CC(C)(C)n1cnc(c2ccccc2C2CC2)c1N,0.13412766
N#C[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.059678216
N#C[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.059678216
N#C[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.059678216
N#C[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.059678216
CN[C@H](c1ccccc1C1CCC1)[C@@H]1C[C@H]1C,0.12760055
CN[C@H](c1ccccc1C1CCC1)[C@H]1C[C@H]1C,0.12760055
CC1([C@@H](NN)c2ccccc2C2CCC2)CC1,0.07675379
CC1([C@H](NN)c2ccccc2C2CCC2)CC1,0.07675379
CC1(C)NCC[C@H]1c1ccccc1C1CC1,0.091907874
CC1(C)NCC[C@@H]1c1ccccc1C1CC1,0.091907874
C[C@@]1(N)CNC[C@H]1c1ccccc1C1CC1,0.13362813
C[C@@]1(N)CNC[C@@H]1c1ccccc1C1CC1,0.13362813
CC1(C)C[C@H]1[C@H](N)c1ccccc1C1CCC1,0.07656449
CC1(C)C[C@@H]1[C@@H](N)c1ccccc1C1CCC1,0.07656449
CC1(C)C[C@H]1[C@@H](N)c1ccccc1C1CCC1,0.07656449
C[C@]1(N)CNC[C@H]1c1ccccc1C1CC1,0.13362813
C[C@]1(N)CNC[C@@H]1c1ccccc1C1CC1,0.13362813
CC1(C)C[C@@H]1[C@H](N)c1ccccc1C1CCC1,0.07656449
Cn1c(N)c(c2ccccc2C2CC2)nc1C(C)(C)C,0.06298098
CCc1nc(c2ccccc2C2CC2)c(N)n1CC,0.05547343
CN1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.27417013
CN1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.27417013
C[C@@H]1C[C@@H]1[C@H](N)c1ccccc1C1CCC1,0.0849994
C[C@@H]1C[C@H]1[C@H](N)c1ccccc1C1CCC1,0.0849994
CC[C@@H]1CCN[C@H]1c1ccccc1C1CC1,0.08938794
CC[C@@H]1CCN[C@@H]1c1ccccc1C1CC1,0.08938794
CC[C@H]1CCN[C@@H]1c1ccccc1C1CC1,0.08938794
CC[C@H]1CCN[C@H]1c1ccccc1C1CC1,0.08938794
C[C@@H]1C[C@H]1[C@H](O)c1ccccc1C1CCC1,0.12922353
C[C@@H]1C[C@@H]1[C@H](O)c1ccccc1C1CCC1,0.12922353
C[C@@H]1C[C@H]1[C@H](NN)c1ccccc1C1CCC1,0.07325632
C[C@@H]1C[C@H]1[C@@H](NN)c1ccccc1C1CCC1,0.07325632
C[C@@H]1C[C@@H]1[C@@H](NN)c1ccccc1C1CCC1,0.07325632
C[C@@H]1C[C@@H]1[C@H](NN)c1ccccc1C1CCC1,0.07325632
CCc1nc(c2ccccc2C2CC2)c(N)n1C(C)C,0.023955725
CCCCn1c(C)nc(c2ccccc2C2CC2)c1N,0.13005781
CC[C@@H]1N[C@H](C)C[C@H]1c1ccccc1C1CC1,0.109235294
CC(C)(C)c1nc(c2ccccc2C2CC2)c(N)n1N,0.022593327
CC(C)c1onc(c2ccccc2C2CC2)c1C(=O)O,0.06785317
Cc1nc(c2ccccc2C2CC2)c(N)n1CC(C)C,0.05904378
OC[C@@H]1CC(=NO1)c1ccccc1C1CC1,0.033858117
OC[C@H]1CC(=NO1)c1ccccc1C1CC1,0.033858117
NC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.07233396
NC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.07233396
NC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.07233396
NC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.07233396
CCCc1onc(c2ccccc2C2CC2)c1C(=O)O,0.15293947
C#CCn1c(N)c(c2ccccc2C2CC2)nc1CC,0.10780802
Cc1nc(c2ccccc2C2CC2)c(N)n1C(C)(C)C,0.0719375
CN1CC[C@@H](CN)[C@H]1c1ccccc1C1CC1,0.08524405
CN1CC[C@H](CN)[C@H]1c1ccccc1C1CC1,0.08524405
CCCn1c(N)c(c2ccccc2C2CC2)nc1CC,0.03519921
C=CCn1c(N)c(c2ccccc2C2CC2)nc1CC,0.058410645
CCN1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.092766
CCN1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.092766
COCCN1C(=NC[C@H]1c1ccccc1C1CC1)N,0.08963851
COCCN1C(=NC[C@@H]1c1ccccc1C1CC1)N,0.08963851
CC(C)N1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.03822868
CC(C)N1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.03822868
CC1(C)C([C@@H](N)c2ccccc2C2CCC2)C1(C)C,0.08802608
CC1(C)C([C@H](N)c2ccccc2C2CCC2)C1(C)C,0.08802608
C=CCn1c(N)c(c2ccccc2C2CC2)nc1CCC,0.05347067
CC[C@H](C)N1C(=NC[C@H]1c1ccccc1C1CC1)N,0.010353074
CC[C@H](C)N1C(=NC[C@@H]1c1ccccc1C1CC1)N,0.010353074
CC[C@@H](C)N1C(=NC[C@H]1c1ccccc1C1CC1)N,0.010353074
CC[C@@H](C)N1C(=NC[C@@H]1c1ccccc1C1CC1)N,0.010353074
CCCN[C@H](c1ccccc1C1CCC1)[C@@H]1C[C@@H]1C,0.045623958
CCCN[C@H](c1ccccc1C1CCC1)[C@H]1C[C@H]1C,0.045623958
CCCN[C@H](c1ccccc1C1CCC1)[C@H]1C[C@@H]1C,0.045623958
CCCN[C@H](c1ccccc1C1CCC1)[C@@H]1C[C@H]1C,0.045623958
C[C@@H]1CN[C@@H](c2ccccc2C2CC2)C1,0.06973565
C[C@H]1CN[C@@H](c2ccccc2C2CC2)C1,0.06973565
C[C@@H]1CN[C@H](c2ccccc2C2CC2)C1,0.06973565
C[C@H]1CN[C@H](c2ccccc2C2CC2)C1,0.06973565
CCCN[C@@H](c1ccccc1C1CCC1)C1(C)CC1,0.027875507
CCCN[C@H](c1ccccc1C1CCC1)C1(C)CC1,0.027875507
NS(=O)(=O)c1c(C(F)(F)F)ccc(C2CC2)c1c1nn[nH]n1,0.0701714
CC(C)Cc1onc(c2ccccc2C2CC2)c1C(=O)O,0.017591167
CCOc1cc(C=O)cc(C2CC2)c1C1CCCC1,0.11312983
C[C@@]1(C(=O)N)C[N@H+](Cc2ccccc2C2CC2)C1,0.16866936
CC(C)CN1C(=NC[C@H]1c1ccccc1C1CC1)N,0.022608696
CC(C)CN1C(=NC[C@@H]1c1ccccc1C1CC1)N,0.022608696
CC(C)N1CC[C@@H](CN)[C@H]1c1ccccc1C1CC1,0.009835543
CC(C)N1CC[C@H](CN)[C@@H]1c1ccccc1C1CC1,0.009835543
CC(C)N1CC[C@H](CN)[C@H]1c1ccccc1C1CC1,0.009835543
CC(C)N1CC[C@@H](CN)[C@@H]1c1ccccc1C1CC1,0.009835543
CCn1c(N)c(c2ccccc2C2CC2)nc1C(C)C,0.061499532
CCN1CC[C@H](CN)[C@H]1c1ccccc1C1CC1,0.046064883
CCN1CC[C@@H](CN)[C@H]1c1ccccc1C1CC1,0.046064883
CCCCn1c(N)c(c2ccccc2C2CC2)nc1CC,0.059712186
C=CCn1c(N)c(c2ccccc2C2CC2)nc1C(C)C,0.0650562
CCN[C@H](c1ccccc1C1CCC1)[C@H]1C[C@H]1C,0.05991885
CCN[C@H](c1ccccc1C1CCC1)[C@@H]1C[C@H]1C,0.05991885
CCCN1CC[C@H](CN)[C@@H]1c1ccccc1C1CC1,0.040802572
CCCN1CC[C@@H](CN)[C@H]1c1ccccc1C1CC1,0.040802572
CCCN1CC[C@H](CN)[C@H]1c1ccccc1C1CC1,0.040802572
CCCN1CC[C@@H](CN)[C@@H]1c1ccccc1C1CC1,0.040802572
NN[C@@H](c1ccccc1C1CCC1)C1CC1,0.11757139
NN[C@H](c1ccccc1C1CCC1)C1CC1,0.11757139
CC(C)CN1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.05143585
CC(C)CN1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.05143585
CC(C)CN1CC[C@@H](N)[C@@H]1c1ccccc1C1CC1,0.05143585
CC(C)CN1CC[C@H](N)[C@@H]1c1ccccc1C1CC1,0.05143585
CCOc1cc(C2CCC2)c(C2CC2)cc1CO,0.029824775
CC(C)Oc1cc(C2CCCC2)c(C2CC2)cc1CO,0.007284697
C#CCn1c(N)c(c2ccccc2C2CC2)nc1CCC,0.09913012
CN(C)CCN1C(=NC[C@@H]1c1ccccc1C1CC1)N,0.038117595
CN(C)CCN1C(=NC[C@H]1c1ccccc1C1CC1)N,0.038117595
CCOc1cc(C=O)cc(C2CC2)c1C1CCC1,0.11856549
CC1(OCC(=O)O)CN(Cc2ccccc2C2CC2)C1,0.25668612
CC(C)Oc1cc(C2CCC2)c(C2CC2)cc1C=O,0.026174378
CCCN1CC[C@@H](CNC)[C@H]1c1ccccc1C1CC1,0.1050505
CCCN1CC[C@@H](CNC)[C@@H]1c1ccccc1C1CC1,0.1050505
CCCN1CC[C@H](CNC)[C@H]1c1ccccc1C1CC1,0.1050505
CCCN1CC[C@H](CNC)[C@@H]1c1ccccc1C1CC1,0.1050505
CCCc1nc(c2ccccc2C2CC2)c(N)n1CC,0.05076844
CCOc1cc(C2CCC2)c(C2CC2)cc1C=O,0.07111039
CC(C)Oc1cc(C2CCCC2)c(C2CC2)cc1C=O,0.024854964
CCNC[C@@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.2446435
CCNC[C@@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.2446435
CCNC[C@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.2446435
CCNC[C@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.2446435
CC(C)(C)N1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.14933659
CC(C)(C)N1CC[C@H](N)[C@@H]1c1ccccc1C1CC1,0.14933659
CC(C)(C)N1CC[C@@H](N)[C@@H]1c1ccccc1C1CC1,0.14933659
CC(C)(C)N1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.14933659
CCN1CC[C@@H](CNC)[C@H]1c1ccccc1C1CC1,0.117583066
CCN1CC[C@H](CNC)[C@@H]1c1ccccc1C1CC1,0.117583066
CCN1CC[C@H](CNC)[C@H]1c1ccccc1C1CC1,0.117583066
CCN1CC[C@@H](CNC)[C@@H]1c1ccccc1C1CC1,0.117583066
CN[C@H](c1ccccc1C1CCC1)C1C(C)(C)C1(C)C,0.24249037
CN[C@@H](c1ccccc1C1CCC1)C1C(C)(C)C1(C)C,0.24249037
CC(C)c1nc(c2ccccc2C2CC2)c(N)n1C(C)C,0.06104734
CC(C)NC[C@@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.058749747
CC(C)NC[C@@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.058749747
CC(C)NC[C@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.058749747
CC(C)NC[C@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.058749747
CNC[C@@H]1CCN(C(C)C)[C@@H]1c1ccccc1C1CC1,0.026678821
CNC[C@H]1CCN(C(C)C)[C@@H]1c1ccccc1C1CC1,0.026678821
CNC[C@H]1CCN(C(C)C)[C@H]1c1ccccc1C1CC1,0.026678821
CNC[C@@H]1CCN(C(C)C)[C@H]1c1ccccc1C1CC1,0.026678821
CC(C)NC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.032774262
CC(C)NC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.032774262
CC(C)NC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.032774262
CC(C)NC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.032774262
CC(C)CNC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.07609438
CC(C)CNC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.07609438
CC(C)CNC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.07609438
CC(C)CNC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.07609438
COCCN1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.09926404
COCCN1CC[C@H](N)[C@@H]1c1ccccc1C1CC1,0.09926404
COCCN1CC[C@@H](N)[C@@H]1c1ccccc1C1CC1,0.09926404
COCCN1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.09926404
CCCNC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.12447623
CCCNC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.12447623
CCCNC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.12447623
CCCNC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.12447623
CC(C)(C)NC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.07197067
CC(C)(C)NC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.07197067
CC(C)(C)NC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.07197067
CC(C)(C)NC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.07197067
CCCNC[C@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.20753624
CCCNC[C@@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.20753624
CCCNC[C@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.20753624
CCCNC[C@@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.20753624
CCN[C@@H](c1ccccc1C1CCC1)C1C(C)(C)C1(C)C,0.110875145
CCN[C@H](c1ccccc1C1CCC1)C1C(C)(C)C1(C)C,0.110875145
CCOC(=O)c1cc(OCC)c(C2CCC2)c(C2CC2)c1,0.15189311
COCCNC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.21717682
COCCNC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.21717682
COCCNC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.21717682
COCCNC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.21717687
