SMILES,CNR2
[C@H](c1ncc[nH]1)c1ccc(F)cc1Cc1cncnc1,0.10755614
Oc1nc(c2ccccc2C2CC2)no1,0.6303825
Clc1cc(c2ccccc2C2CC2)no1,0.42891535
c1ccc(C2CCC2)c(C[C@@H]2CO2)c1,0.27452353
c1ccc(C2CCC2)c(C[C@H]2CO2)c1,0.27452353
OCc1cc(c2ccccc2C2CC2)no1,0.058568873
OCc1c[nH]c(c2ccccc2C2CC2)n1,0.2888987
O[C@@H](c1ccccc1C1CC1)C1CNC1,0.059694007
O[C@H](c1ccccc1C1CC1)C1CNC1,0.059694007
c1ccc([C@@H]2CCN2)c(C2CC2)c1,0.052837282
c1ccc([C@H]2CCN2)c(C2CC2)c1,0.052837282
CC(=O)c1c[nH]c(c2ccccc2C2CC2)n1,0.2374496
NC1CN(Cc2ccccc2C2CC2)C1,0.097993225
CCCc1nc(c2ccccc2C2CC2)c(N)n1C,0.38313338
CCCc1nc(c2ccccc2C2CC2)c(N)n1N,0.49689287
CC[C@@H](N)c1cc(c2ccccc2C2CC2)no1,0.043509644
CC[C@H](N)c1cc(c2ccccc2C2CC2)no1,0.043509644
N[C@@H](c1ccccc1C1CCC1)C1CC1,0.015247712
N[C@H](c1ccccc1C1CCC1)C1CC1,0.015247712
O[C@@H](c1ccccc1C1CCC1)C1CC1,0.08936543
O[C@H](c1ccccc1C1CCC1)C1CC1,0.08936543
Cc1nc(c2ccccc2C2CC2)c(N)n1C(C)C,0.17396109
CCCCn1cnc(c2ccccc2C2CC2)c1N,0.6338798
NC1=N[C@@H](c2ccccc2C2CC2)CO1,0.015652882
NC1=N[C@H](c2ccccc2C2CC2)CO1,0.015652882
CC(C)c1nc(c2ccccc2C2CC2)c(N)n1C,0.20158322
CCCn1c(C)nc(c2ccccc2C2CC2)c1N,0.4469375
CC(C)c1nc(c2ccccc2C2CC2)c(N)n1N,0.42751598
C=CCn1c(C)nc(c2ccccc2C2CC2)c1N,0.17287575
C[C@@H]1NCC[C@@H]1c1ccccc1C1CC1,0.3727998
C[C@H]1NCC[C@@H]1c1ccccc1C1CC1,0.3727998
C[C@H]1NCC[C@H]1c1ccccc1C1CC1,0.3727998
C#CCn1c(C)nc(c2ccccc2C2CC2)c1N,0.07669082
C[C@@H]1NCC[C@H]1c1ccccc1C1CC1,0.3727998
C[C@H]1CCN[C@@H]1c1ccccc1C1CC1,0.08228057
C[C@H]1CCN[C@H]1c1ccccc1C1CC1,0.08228057
C[C@@H]1CCN[C@H]1c1ccccc1C1CC1,0.08228057
C[C@@H]1CCN[C@@H]1c1ccccc1C1CC1,0.08228057
CC(C)Cn1cnc(c2ccccc2C2CC2)c1N,0.31538963
N[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.16400135
N[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.16400135
N[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.16400135
N[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.16400135
C[C@H]1C[C@@H](c2ccccc2C2CC2)CN1,0.2271252
C[C@@H]1C[C@H](c2ccccc2C2CC2)CN1,0.2271252
C[C@H]1C[C@H](c2ccccc2C2CC2)CN1,0.2271252
C[C@@H]1C[C@@H](c2ccccc2C2CC2)CN1,0.2271252
CCC[C@H](N)c1cc(c2ccccc2C2CC2)no1,0.13359185
CCC[C@@H](N)c1cc(c2ccccc2C2CC2)no1,0.13359185
O[C@@H]1CN[C@H](c2ccccc2C2CC2)C1,0.4059535
O[C@H]1CN[C@@H](c2ccccc2C2CC2)C1,0.4059535
O[C@H]1CN[C@H](c2ccccc2C2CC2)C1,0.4059535
O[C@@H]1CN[C@@H](c2ccccc2C2CC2)C1,0.4059535
CC1(C#N)CN(Cc2ccccc2C2CC2)C1,0.3213405
NC1=NC[C@@H](c2ccccc2C2CC2)N1,0.007384739
NC1=NC[C@H](c2ccccc2C2CC2)N1,0.007384739
NC1=NC[C@@H](c2ccccc2C2CC2)O1,0.0076233563
NC1=NC[C@H](c2ccccc2C2CC2)O1,0.0076233563
CC(C)(C)n1cnc(c2ccccc2C2CC2)c1N,0.26007375
N#C[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.17048538
N#C[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.17048538
N#C[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.17048538
N#C[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.17048538
CN[C@H](c1ccccc1C1CCC1)[C@@H]1C[C@H]1C,0.2731523
CN[C@H](c1ccccc1C1CCC1)[C@H]1C[C@H]1C,0.2731523
CC1([C@@H](NN)c2ccccc2C2CCC2)CC1,0.07938382
CC1([C@H](NN)c2ccccc2C2CCC2)CC1,0.07938382
CC1(C)NCC[C@H]1c1ccccc1C1CC1,0.19586763
CC1(C)NCC[C@@H]1c1ccccc1C1CC1,0.19586763
C[C@@]1(N)CNC[C@H]1c1ccccc1C1CC1,0.013490951
C[C@@]1(N)CNC[C@@H]1c1ccccc1C1CC1,0.013490951
CC1(C)C[C@H]1[C@H](N)c1ccccc1C1CCC1,0.04550991
CC1(C)C[C@@H]1[C@@H](N)c1ccccc1C1CCC1,0.04550991
CC1(C)C[C@H]1[C@@H](N)c1ccccc1C1CCC1,0.04550991
C[C@]1(N)CNC[C@H]1c1ccccc1C1CC1,0.013490951
C[C@]1(N)CNC[C@@H]1c1ccccc1C1CC1,0.013490951
CC1(C)C[C@@H]1[C@H](N)c1ccccc1C1CCC1,0.04550991
Cn1c(N)c(c2ccccc2C2CC2)nc1C(C)(C)C,0.33384442
CCc1nc(c2ccccc2C2CC2)c(N)n1CC,0.47990242
CN1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.12414421
CN1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.12414421
C[C@@H]1C[C@@H]1[C@H](N)c1ccccc1C1CCC1,0.06564946
C[C@@H]1C[C@H]1[C@H](N)c1ccccc1C1CCC1,0.06564946
CC[C@@H]1CCN[C@H]1c1ccccc1C1CC1,0.026648885
CC[C@@H]1CCN[C@@H]1c1ccccc1C1CC1,0.026648885
CC[C@H]1CCN[C@@H]1c1ccccc1C1CC1,0.026648885
CC[C@H]1CCN[C@H]1c1ccccc1C1CC1,0.026648885
C[C@@H]1C[C@H]1[C@H](O)c1ccccc1C1CCC1,0.23999327
C[C@@H]1C[C@@H]1[C@H](O)c1ccccc1C1CCC1,0.23999327
C[C@@H]1C[C@H]1[C@H](NN)c1ccccc1C1CCC1,0.1135086
C[C@@H]1C[C@H]1[C@@H](NN)c1ccccc1C1CCC1,0.1135086
C[C@@H]1C[C@@H]1[C@@H](NN)c1ccccc1C1CCC1,0.1135086
C[C@@H]1C[C@@H]1[C@H](NN)c1ccccc1C1CCC1,0.1135086
CCc1nc(c2ccccc2C2CC2)c(N)n1C(C)C,0.3782682
CCCCn1c(C)nc(c2ccccc2C2CC2)c1N,0.64050937
CC[C@@H]1N[C@H](C)C[C@H]1c1ccccc1C1CC1,0.110577494
CC(C)(C)c1nc(c2ccccc2C2CC2)c(N)n1N,0.4485544
CC(C)c1onc(c2ccccc2C2CC2)c1C(=O)O,0.2858628
Cc1nc(c2ccccc2C2CC2)c(N)n1CC(C)C,0.32435417
OC[C@@H]1CC(=NO1)c1ccccc1C1CC1,0.093309164
OC[C@H]1CC(=NO1)c1ccccc1C1CC1,0.093309164
NC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.07952223
NC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.07952223
NC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.07952223
NC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.07952223
CCCc1onc(c2ccccc2C2CC2)c1C(=O)O,0.68219674
C#CCn1c(N)c(c2ccccc2C2CC2)nc1CC,0.13994867
Cc1nc(c2ccccc2C2CC2)c(N)n1C(C)(C)C,0.5423742
CN1CC[C@@H](CN)[C@H]1c1ccccc1C1CC1,0.11219744
CN1CC[C@H](CN)[C@H]1c1ccccc1C1CC1,0.11219744
CCCn1c(N)c(c2ccccc2C2CC2)nc1CC,0.5809504
C=CCn1c(N)c(c2ccccc2C2CC2)nc1CC,0.35690477
CCN1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.16595595
CCN1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.16595595
COCCN1C(=NC[C@H]1c1ccccc1C1CC1)N,0.013332428
COCCN1C(=NC[C@@H]1c1ccccc1C1CC1)N,0.013332428
CC(C)N1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.11173642
CC(C)N1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.11173642
CC1(C)C([C@@H](N)c2ccccc2C2CCC2)C1(C)C,0.012839496
CC1(C)C([C@H](N)c2ccccc2C2CCC2)C1(C)C,0.012839496
C=CCn1c(N)c(c2ccccc2C2CC2)nc1CCC,0.23410743
CC[C@H](C)N1C(=NC[C@H]1c1ccccc1C1CC1)N,0.091359094
CC[C@H](C)N1C(=NC[C@@H]1c1ccccc1C1CC1)N,0.091359094
CC[C@@H](C)N1C(=NC[C@H]1c1ccccc1C1CC1)N,0.091359094
CC[C@@H](C)N1C(=NC[C@@H]1c1ccccc1C1CC1)N,0.091359094
CCCN[C@H](c1ccccc1C1CCC1)[C@@H]1C[C@@H]1C,0.54416203
CCCN[C@H](c1ccccc1C1CCC1)[C@H]1C[C@H]1C,0.54416203
CCCN[C@H](c1ccccc1C1CCC1)[C@H]1C[C@@H]1C,0.54416203
CCCN[C@H](c1ccccc1C1CCC1)[C@@H]1C[C@H]1C,0.54416203
C[C@@H]1CN[C@@H](c2ccccc2C2CC2)C1,0.6290286
C[C@H]1CN[C@@H](c2ccccc2C2CC2)C1,0.6290286
C[C@@H]1CN[C@H](c2ccccc2C2CC2)C1,0.6290286
C[C@H]1CN[C@H](c2ccccc2C2CC2)C1,0.6290286
CCCN[C@@H](c1ccccc1C1CCC1)C1(C)CC1,0.3736795
CCCN[C@H](c1ccccc1C1CCC1)C1(C)CC1,0.3736795
NS(=O)(=O)c1c(C(F)(F)F)ccc(C2CC2)c1c1nn[nH]n1,0.044593733
CC(C)Cc1onc(c2ccccc2C2CC2)c1C(=O)O,0.78137267
CCOc1cc(C=O)cc(C2CC2)c1C1CCCC1,0.21136561
C[C@@]1(C(=O)N)C[N@H+](Cc2ccccc2C2CC2)C1,0.21409744
CC(C)CN1C(=NC[C@H]1c1ccccc1C1CC1)N,0.08654352
CC(C)CN1C(=NC[C@@H]1c1ccccc1C1CC1)N,0.08654352
CC(C)N1CC[C@@H](CN)[C@H]1c1ccccc1C1CC1,0.06838803
CC(C)N1CC[C@H](CN)[C@@H]1c1ccccc1C1CC1,0.06838803
CC(C)N1CC[C@H](CN)[C@H]1c1ccccc1C1CC1,0.06838803
CC(C)N1CC[C@@H](CN)[C@@H]1c1ccccc1C1CC1,0.06838803
CCn1c(N)c(c2ccccc2C2CC2)nc1C(C)C,0.66887945
CCN1CC[C@H](CN)[C@H]1c1ccccc1C1CC1,0.12543982
CCN1CC[C@@H](CN)[C@H]1c1ccccc1C1CC1,0.12543982
CCCCn1c(N)c(c2ccccc2C2CC2)nc1CC,0.753488
C=CCn1c(N)c(c2ccccc2C2CC2)nc1C(C)C,0.43269756
CCN[C@H](c1ccccc1C1CCC1)[C@H]1C[C@H]1C,0.25004375
CCN[C@H](c1ccccc1C1CCC1)[C@@H]1C[C@H]1C,0.25004375
CCCN1CC[C@H](CN)[C@@H]1c1ccccc1C1CC1,0.14153346
CCCN1CC[C@@H](CN)[C@H]1c1ccccc1C1CC1,0.14153346
CCCN1CC[C@H](CN)[C@H]1c1ccccc1C1CC1,0.14153346
CCCN1CC[C@@H](CN)[C@@H]1c1ccccc1C1CC1,0.14153346
NN[C@@H](c1ccccc1C1CCC1)C1CC1,0.09578265
NN[C@H](c1ccccc1C1CCC1)C1CC1,0.09578265
CC(C)CN1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.24381882
CC(C)CN1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.24381882
CC(C)CN1CC[C@@H](N)[C@@H]1c1ccccc1C1CC1,0.24381882
CC(C)CN1CC[C@H](N)[C@@H]1c1ccccc1C1CC1,0.24381882
CCOc1cc(C2CCC2)c(C2CC2)cc1CO,0.78442645
CC(C)Oc1cc(C2CCCC2)c(C2CC2)cc1CO,0.6191604
C#CCn1c(N)c(c2ccccc2C2CC2)nc1CCC,0.08225063
CN(C)CCN1C(=NC[C@@H]1c1ccccc1C1CC1)N,0.006036037
CN(C)CCN1C(=NC[C@H]1c1ccccc1C1CC1)N,0.006036037
CCOc1cc(C=O)cc(C2CC2)c1C1CCC1,0.14155479
CC1(OCC(=O)O)CN(Cc2ccccc2C2CC2)C1,0.17109758
CC(C)Oc1cc(C2CCC2)c(C2CC2)cc1C=O,0.07413808
CCCN1CC[C@@H](CNC)[C@H]1c1ccccc1C1CC1,0.28026786
CCCN1CC[C@@H](CNC)[C@@H]1c1ccccc1C1CC1,0.28026786
CCCN1CC[C@H](CNC)[C@H]1c1ccccc1C1CC1,0.28026786
CCCN1CC[C@H](CNC)[C@@H]1c1ccccc1C1CC1,0.28026786
CCCc1nc(c2ccccc2C2CC2)c(N)n1CC,0.33696
CCOc1cc(C2CCC2)c(C2CC2)cc1C=O,0.24783249
CC(C)Oc1cc(C2CCCC2)c(C2CC2)cc1C=O,0.11516116
CCNC[C@@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.070878714
CCNC[C@@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.070878714
CCNC[C@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.070878714
CCNC[C@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.070878714
CC(C)(C)N1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.038289405
CC(C)(C)N1CC[C@H](N)[C@@H]1c1ccccc1C1CC1,0.038289405
CC(C)(C)N1CC[C@@H](N)[C@@H]1c1ccccc1C1CC1,0.038289405
CC(C)(C)N1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.038289405
CCN1CC[C@@H](CNC)[C@H]1c1ccccc1C1CC1,0.25304902
CCN1CC[C@H](CNC)[C@@H]1c1ccccc1C1CC1,0.25304902
CCN1CC[C@H](CNC)[C@H]1c1ccccc1C1CC1,0.25304902
CCN1CC[C@@H](CNC)[C@@H]1c1ccccc1C1CC1,0.25304902
CN[C@H](c1ccccc1C1CCC1)C1C(C)(C)C1(C)C,0.23056498
CN[C@@H](c1ccccc1C1CCC1)C1C(C)(C)C1(C)C,0.23056498
CC(C)c1nc(c2ccccc2C2CC2)c(N)n1C(C)C,0.2304009
CC(C)NC[C@@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.06489294
CC(C)NC[C@@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.06489294
CC(C)NC[C@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.06489294
CC(C)NC[C@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.06489294
CNC[C@@H]1CCN(C(C)C)[C@@H]1c1ccccc1C1CC1,0.14776492
CNC[C@H]1CCN(C(C)C)[C@@H]1c1ccccc1C1CC1,0.14776492
CNC[C@H]1CCN(C(C)C)[C@H]1c1ccccc1C1CC1,0.14776492
CNC[C@@H]1CCN(C(C)C)[C@H]1c1ccccc1C1CC1,0.14776492
CC(C)NC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.05130461
CC(C)NC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.05130461
CC(C)NC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.05130461
CC(C)NC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.05130461
CC(C)CNC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.061652098
CC(C)CNC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.061652098
CC(C)CNC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.061652098
CC(C)CNC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.061652098
COCCN1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.1259757
COCCN1CC[C@H](N)[C@@H]1c1ccccc1C1CC1,0.1259757
COCCN1CC[C@@H](N)[C@@H]1c1ccccc1C1CC1,0.1259757
COCCN1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.1259757
CCCNC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.053752333
CCCNC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.053752333
CCCNC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.053752333
CCCNC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.053752333
CC(C)(C)NC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.21934171
CC(C)(C)NC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.21934171
CC(C)(C)NC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.21934171
CC(C)(C)NC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.21934171
CCCNC[C@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.067942545
CCCNC[C@@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.067942545
CCCNC[C@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.067942545
CCCNC[C@@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.067942545
CCN[C@@H](c1ccccc1C1CCC1)C1C(C)(C)C1(C)C,0.38387752
CCN[C@H](c1ccccc1C1CCC1)C1C(C)(C)C1(C)C,0.38387752
CCOC(=O)c1cc(OCC)c(C2CCC2)c(C2CC2)c1,0.28984374
COCCNC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.066673934
COCCNC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.066673934
COCCNC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.066673934
COCCNC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.066673964
