SMILES,DRD2
[C@H](c1ncc[nH]1)c1ccc(F)cc1Cc1cncnc1,0.0060114237
Oc1nc(c2ccccc2C2CC2)no1,0.7868692
Clc1cc(c2ccccc2C2CC2)no1,0.8353647
c1ccc(C2CCC2)c(C[C@@H]2CO2)c1,0.9937721
c1ccc(C2CCC2)c(C[C@H]2CO2)c1,0.9937721
OCc1cc(c2ccccc2C2CC2)no1,0.3738171
OCc1c[nH]c(c2ccccc2C2CC2)n1,0.8251855
O[C@@H](c1ccccc1C1CC1)C1CNC1,0.8293533
O[C@H](c1ccccc1C1CC1)C1CNC1,0.8293533
c1ccc([C@@H]2CCN2)c(C2CC2)c1,0.99466276
c1ccc([C@H]2CCN2)c(C2CC2)c1,0.99466276
CC(=O)c1c[nH]c(c2ccccc2C2CC2)n1,0.4049146
NC1CN(Cc2ccccc2C2CC2)C1,0.9973484
CCCc1nc(c2ccccc2C2CC2)c(N)n1C,0.946852
CCCc1nc(c2ccccc2C2CC2)c(N)n1N,0.95463645
CC[C@@H](N)c1cc(c2ccccc2C2CC2)no1,0.023599619
CC[C@H](N)c1cc(c2ccccc2C2CC2)no1,0.023599619
N[C@@H](c1ccccc1C1CCC1)C1CC1,0.8523691
N[C@H](c1ccccc1C1CCC1)C1CC1,0.8523691
O[C@@H](c1ccccc1C1CCC1)C1CC1,0.90177995
O[C@H](c1ccccc1C1CCC1)C1CC1,0.90177995
Cc1nc(c2ccccc2C2CC2)c(N)n1C(C)C,0.0975255
CCCCn1cnc(c2ccccc2C2CC2)c1N,0.8426696
NC1=N[C@@H](c2ccccc2C2CC2)CO1,0.9327293
NC1=N[C@H](c2ccccc2C2CC2)CO1,0.9327293
CC(C)c1nc(c2ccccc2C2CC2)c(N)n1C,0.5932003
CCCn1c(C)nc(c2ccccc2C2CC2)c1N,0.76629734
CC(C)c1nc(c2ccccc2C2CC2)c(N)n1N,0.7958321
C=CCn1c(C)nc(c2ccccc2C2CC2)c1N,0.28863314
C[C@@H]1NCC[C@@H]1c1ccccc1C1CC1,0.9912469
C[C@H]1NCC[C@@H]1c1ccccc1C1CC1,0.9912469
C[C@H]1NCC[C@H]1c1ccccc1C1CC1,0.9912469
C#CCn1c(C)nc(c2ccccc2C2CC2)c1N,0.10153845
C[C@@H]1NCC[C@H]1c1ccccc1C1CC1,0.9912469
C[C@H]1CCN[C@@H]1c1ccccc1C1CC1,0.92512584
C[C@H]1CCN[C@H]1c1ccccc1C1CC1,0.92512584
C[C@@H]1CCN[C@H]1c1ccccc1C1CC1,0.92512584
C[C@@H]1CCN[C@@H]1c1ccccc1C1CC1,0.92512584
CC(C)Cn1cnc(c2ccccc2C2CC2)c1N,0.67904806
N[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.74906725
N[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.74906725
N[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.74906725
N[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.74906725
C[C@H]1C[C@@H](c2ccccc2C2CC2)CN1,0.9872978
C[C@@H]1C[C@H](c2ccccc2C2CC2)CN1,0.9872978
C[C@H]1C[C@H](c2ccccc2C2CC2)CN1,0.9872978
C[C@@H]1C[C@@H](c2ccccc2C2CC2)CN1,0.9872978
CCC[C@H](N)c1cc(c2ccccc2C2CC2)no1,0.12544689
CCC[C@@H](N)c1cc(c2ccccc2C2CC2)no1,0.12544689
O[C@@H]1CN[C@H](c2ccccc2C2CC2)C1,0.71624804
O[C@H]1CN[C@@H](c2ccccc2C2CC2)C1,0.71624804
O[C@H]1CN[C@H](c2ccccc2C2CC2)C1,0.71624804
O[C@@H]1CN[C@@H](c2ccccc2C2CC2)C1,0.71624804
CC1(C#N)CN(Cc2ccccc2C2CC2)C1,0.94434905
NC1=NC[C@@H](c2ccccc2C2CC2)N1,0.72862625
NC1=NC[C@H](c2ccccc2C2CC2)N1,0.72862625
NC1=NC[C@@H](c2ccccc2C2CC2)O1,0.9159577
NC1=NC[C@H](c2ccccc2C2CC2)O1,0.9159577
CC(C)(C)n1cnc(c2ccccc2C2CC2)c1N,0.92275673
N#C[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.5515283
N#C[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.5515283
N#C[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.5515283
N#C[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.5515283
CN[C@H](c1ccccc1C1CCC1)[C@@H]1C[C@H]1C,0.8800047
CN[C@H](c1ccccc1C1CCC1)[C@H]1C[C@H]1C,0.8800047
CC1([C@@H](NN)c2ccccc2C2CCC2)CC1,0.9471613
CC1([C@H](NN)c2ccccc2C2CCC2)CC1,0.9471613
CC1(C)NCC[C@H]1c1ccccc1C1CC1,0.9077627
CC1(C)NCC[C@@H]1c1ccccc1C1CC1,0.9077627
C[C@@]1(N)CNC[C@H]1c1ccccc1C1CC1,0.69645673
C[C@@]1(N)CNC[C@@H]1c1ccccc1C1CC1,0.69645673
CC1(C)C[C@H]1[C@H](N)c1ccccc1C1CCC1,0.7570356
CC1(C)C[C@@H]1[C@@H](N)c1ccccc1C1CCC1,0.7570356
CC1(C)C[C@H]1[C@@H](N)c1ccccc1C1CCC1,0.7570356
C[C@]1(N)CNC[C@H]1c1ccccc1C1CC1,0.69645673
C[C@]1(N)CNC[C@@H]1c1ccccc1C1CC1,0.69645673
CC1(C)C[C@@H]1[C@H](N)c1ccccc1C1CCC1,0.7570356
Cn1c(N)c(c2ccccc2C2CC2)nc1C(C)(C)C,0.71290356
CCc1nc(c2ccccc2C2CC2)c(N)n1CC,0.826991
CN1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.9476841
CN1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.9476841
C[C@@H]1C[C@@H]1[C@H](N)c1ccccc1C1CCC1,0.81511045
C[C@@H]1C[C@H]1[C@H](N)c1ccccc1C1CCC1,0.81511045
CC[C@@H]1CCN[C@H]1c1ccccc1C1CC1,0.8712774
CC[C@@H]1CCN[C@@H]1c1ccccc1C1CC1,0.8712774
CC[C@H]1CCN[C@@H]1c1ccccc1C1CC1,0.8712774
CC[C@H]1CCN[C@H]1c1ccccc1C1CC1,0.8712774
C[C@@H]1C[C@H]1[C@H](O)c1ccccc1C1CCC1,0.8090544
C[C@@H]1C[C@@H]1[C@H](O)c1ccccc1C1CCC1,0.8090544
C[C@@H]1C[C@H]1[C@H](NN)c1ccccc1C1CCC1,0.93351525
C[C@@H]1C[C@H]1[C@@H](NN)c1ccccc1C1CCC1,0.93351525
C[C@@H]1C[C@@H]1[C@@H](NN)c1ccccc1C1CCC1,0.93351525
C[C@@H]1C[C@@H]1[C@H](NN)c1ccccc1C1CCC1,0.93351525
CCc1nc(c2ccccc2C2CC2)c(N)n1C(C)C,0.8315838
CCCCn1c(C)nc(c2ccccc2C2CC2)c1N,0.57508826
CC[C@@H]1N[C@H](C)C[C@H]1c1ccccc1C1CC1,0.9907358
CC(C)(C)c1nc(c2ccccc2C2CC2)c(N)n1N,0.6602966
CC(C)c1onc(c2ccccc2C2CC2)c1C(=O)O,0.32817832
Cc1nc(c2ccccc2C2CC2)c(N)n1CC(C)C,0.1853646
OC[C@@H]1CC(=NO1)c1ccccc1C1CC1,0.36228266
OC[C@H]1CC(=NO1)c1ccccc1C1CC1,0.36228266
NC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.91322726
NC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.91322726
NC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.91322726
NC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.91322726
CCCc1onc(c2ccccc2C2CC2)c1C(=O)O,0.49378923
C#CCn1c(N)c(c2ccccc2C2CC2)nc1CC,0.3061184
Cc1nc(c2ccccc2C2CC2)c(N)n1C(C)(C)C,0.291277
CN1CC[C@@H](CN)[C@H]1c1ccccc1C1CC1,0.9928629
CN1CC[C@H](CN)[C@H]1c1ccccc1C1CC1,0.9928629
CCCn1c(N)c(c2ccccc2C2CC2)nc1CC,0.9042461
C=CCn1c(N)c(c2ccccc2C2CC2)nc1CC,0.749408
CCN1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.95915574
CCN1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.95915574
COCCN1C(=NC[C@H]1c1ccccc1C1CC1)N,0.8717062
COCCN1C(=NC[C@@H]1c1ccccc1C1CC1)N,0.8717062
CC(C)N1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.71733946
CC(C)N1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.71733946
CC1(C)C([C@@H](N)c2ccccc2C2CCC2)C1(C)C,0.37924105
CC1(C)C([C@H](N)c2ccccc2C2CCC2)C1(C)C,0.37924105
C=CCn1c(N)c(c2ccccc2C2CC2)nc1CCC,0.8425104
CC[C@H](C)N1C(=NC[C@H]1c1ccccc1C1CC1)N,0.8939001
CC[C@H](C)N1C(=NC[C@@H]1c1ccccc1C1CC1)N,0.8939001
CC[C@@H](C)N1C(=NC[C@H]1c1ccccc1C1CC1)N,0.8939001
CC[C@@H](C)N1C(=NC[C@@H]1c1ccccc1C1CC1)N,0.8939001
CCCN[C@H](c1ccccc1C1CCC1)[C@@H]1C[C@@H]1C,0.98780316
CCCN[C@H](c1ccccc1C1CCC1)[C@H]1C[C@H]1C,0.98780316
CCCN[C@H](c1ccccc1C1CCC1)[C@H]1C[C@@H]1C,0.98780316
CCCN[C@H](c1ccccc1C1CCC1)[C@@H]1C[C@H]1C,0.98780316
C[C@@H]1CN[C@@H](c2ccccc2C2CC2)C1,0.8893161
C[C@H]1CN[C@@H](c2ccccc2C2CC2)C1,0.8893161
C[C@@H]1CN[C@H](c2ccccc2C2CC2)C1,0.8893161
C[C@H]1CN[C@H](c2ccccc2C2CC2)C1,0.8893161
CCCN[C@@H](c1ccccc1C1CCC1)C1(C)CC1,0.97136
CCCN[C@H](c1ccccc1C1CCC1)C1(C)CC1,0.97136
NS(=O)(=O)c1c(C(F)(F)F)ccc(C2CC2)c1c1nn[nH]n1,0.060207546
CC(C)Cc1onc(c2ccccc2C2CC2)c1C(=O)O,0.09640128
CCOc1cc(C=O)cc(C2CC2)c1C1CCCC1,0.8072679
C[C@@]1(C(=O)N)C[N@H+](Cc2ccccc2C2CC2)C1,0.24059007
CC(C)CN1C(=NC[C@H]1c1ccccc1C1CC1)N,0.6217481
CC(C)CN1C(=NC[C@@H]1c1ccccc1C1CC1)N,0.6217481
CC(C)N1CC[C@@H](CN)[C@H]1c1ccccc1C1CC1,0.9642004
CC(C)N1CC[C@H](CN)[C@@H]1c1ccccc1C1CC1,0.9642004
CC(C)N1CC[C@H](CN)[C@H]1c1ccccc1C1CC1,0.9642004
CC(C)N1CC[C@@H](CN)[C@@H]1c1ccccc1C1CC1,0.9642004
CCn1c(N)c(c2ccccc2C2CC2)nc1C(C)C,0.68120843
CCN1CC[C@H](CN)[C@H]1c1ccccc1C1CC1,0.9937663
CCN1CC[C@@H](CN)[C@H]1c1ccccc1C1CC1,0.9937663
CCCCn1c(N)c(c2ccccc2C2CC2)nc1CC,0.7958314
C=CCn1c(N)c(c2ccccc2C2CC2)nc1C(C)C,0.35447204
CCN[C@H](c1ccccc1C1CCC1)[C@H]1C[C@H]1C,0.9758144
CCN[C@H](c1ccccc1C1CCC1)[C@@H]1C[C@H]1C,0.9758144
CCCN1CC[C@H](CN)[C@@H]1c1ccccc1C1CC1,0.9975083
CCCN1CC[C@@H](CN)[C@H]1c1ccccc1C1CC1,0.9975083
CCCN1CC[C@H](CN)[C@H]1c1ccccc1C1CC1,0.9975083
CCCN1CC[C@@H](CN)[C@@H]1c1ccccc1C1CC1,0.9975083
NN[C@@H](c1ccccc1C1CCC1)C1CC1,0.9097839
NN[C@H](c1ccccc1C1CCC1)C1CC1,0.9097839
CC(C)CN1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.86150646
CC(C)CN1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.86150646
CC(C)CN1CC[C@@H](N)[C@@H]1c1ccccc1C1CC1,0.86150646
CC(C)CN1CC[C@H](N)[C@@H]1c1ccccc1C1CC1,0.86150646
CCOc1cc(C2CCC2)c(C2CC2)cc1CO,0.58791703
CC(C)Oc1cc(C2CCCC2)c(C2CC2)cc1CO,0.21315956
C#CCn1c(N)c(c2ccccc2C2CC2)nc1CCC,0.44108486
CN(C)CCN1C(=NC[C@@H]1c1ccccc1C1CC1)N,0.9706528
CN(C)CCN1C(=NC[C@H]1c1ccccc1C1CC1)N,0.9706528
CCOc1cc(C=O)cc(C2CC2)c1C1CCC1,0.8591137
CC1(OCC(=O)O)CN(Cc2ccccc2C2CC2)C1,0.9544612
CC(C)Oc1cc(C2CCC2)c(C2CC2)cc1C=O,0.6378768
CCCN1CC[C@@H](CNC)[C@H]1c1ccccc1C1CC1,0.9985342
CCCN1CC[C@@H](CNC)[C@@H]1c1ccccc1C1CC1,0.9985342
CCCN1CC[C@H](CNC)[C@H]1c1ccccc1C1CC1,0.9985342
CCCN1CC[C@H](CNC)[C@@H]1c1ccccc1C1CC1,0.9985342
CCCc1nc(c2ccccc2C2CC2)c(N)n1CC,0.8952963
CCOc1cc(C2CCC2)c(C2CC2)cc1C=O,0.8152652
CC(C)Oc1cc(C2CCCC2)c(C2CC2)cc1C=O,0.5474979
CCNC[C@@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.96371
CCNC[C@@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.96371
CCNC[C@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.96371
CCNC[C@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.96371
CC(C)(C)N1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.7190835
CC(C)(C)N1CC[C@H](N)[C@@H]1c1ccccc1C1CC1,0.7190835
CC(C)(C)N1CC[C@@H](N)[C@@H]1c1ccccc1C1CC1,0.7190835
CC(C)(C)N1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.7190835
CCN1CC[C@@H](CNC)[C@H]1c1ccccc1C1CC1,0.9963272
CCN1CC[C@H](CNC)[C@@H]1c1ccccc1C1CC1,0.9963272
CCN1CC[C@H](CNC)[C@H]1c1ccccc1C1CC1,0.9963272
CCN1CC[C@@H](CNC)[C@@H]1c1ccccc1C1CC1,0.9963272
CN[C@H](c1ccccc1C1CCC1)C1C(C)(C)C1(C)C,0.5003543
CN[C@@H](c1ccccc1C1CCC1)C1C(C)(C)C1(C)C,0.5003543
CC(C)c1nc(c2ccccc2C2CC2)c(N)n1C(C)C,0.6005443
CC(C)NC[C@@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.9934409
CC(C)NC[C@@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.9934409
CC(C)NC[C@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.9934409
CC(C)NC[C@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.9934409
CNC[C@@H]1CCN(C(C)C)[C@@H]1c1ccccc1C1CC1,0.97864693
CNC[C@H]1CCN(C(C)C)[C@@H]1c1ccccc1C1CC1,0.97864693
CNC[C@H]1CCN(C(C)C)[C@H]1c1ccccc1C1CC1,0.97864693
CNC[C@@H]1CCN(C(C)C)[C@H]1c1ccccc1C1CC1,0.97864693
CC(C)NC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.9764944
CC(C)NC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.9764944
CC(C)NC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.9764944
CC(C)NC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.9764944
CC(C)CNC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.8265567
CC(C)CNC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.8265567
CC(C)CNC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.8265567
CC(C)CNC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.8265567
COCCN1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.98644394
COCCN1CC[C@H](N)[C@@H]1c1ccccc1C1CC1,0.98644394
COCCN1CC[C@@H](N)[C@@H]1c1ccccc1C1CC1,0.98644394
COCCN1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.98644394
CCCNC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.97929674
CCCNC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.97929674
CCCNC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.97929674
CCCNC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.97929674
CC(C)(C)NC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.8914535
CC(C)(C)NC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.8914535
CC(C)(C)NC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.8914535
CC(C)(C)NC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.8914535
CCCNC[C@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.99423474
CCCNC[C@@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.99423474
CCCNC[C@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.99423474
CCCNC[C@@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.99423474
CCN[C@@H](c1ccccc1C1CCC1)C1C(C)(C)C1(C)C,0.9141712
CCN[C@H](c1ccccc1C1CCC1)C1C(C)(C)C1(C)C,0.9141712
CCOC(=O)c1cc(OCC)c(C2CCC2)c(C2CC2)c1,0.38841403
COCCNC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.9936512
COCCNC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.9936512
COCCNC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.9936512
COCCNC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.9936512
