SMILES,NAMPT
[C@H](c1ncc[nH]1)c1ccc(F)cc1Cc1cncnc1,0.04913453
Oc1nc(c2ccccc2C2CC2)no1,0.058771506
Clc1cc(c2ccccc2C2CC2)no1,0.029452467
c1ccc(C2CCC2)c(C[C@@H]2CO2)c1,0.102076165
c1ccc(C2CCC2)c(C[C@H]2CO2)c1,0.102076165
OCc1cc(c2ccccc2C2CC2)no1,0.037860576
OCc1c[nH]c(c2ccccc2C2CC2)n1,0.057476044
O[C@@H](c1ccccc1C1CC1)C1CNC1,0.046830997
O[C@H](c1ccccc1C1CC1)C1CNC1,0.046830997
c1ccc([C@@H]2CCN2)c(C2CC2)c1,0.07855729
c1ccc([C@H]2CCN2)c(C2CC2)c1,0.07855729
CC(=O)c1c[nH]c(c2ccccc2C2CC2)n1,0.06271044
NC1CN(Cc2ccccc2C2CC2)C1,0.07126962
CCCc1nc(c2ccccc2C2CC2)c(N)n1C,0.034168106
CCCc1nc(c2ccccc2C2CC2)c(N)n1N,0.03521036
CC[C@@H](N)c1cc(c2ccccc2C2CC2)no1,0.0136165265
CC[C@H](N)c1cc(c2ccccc2C2CC2)no1,0.0136165265
N[C@@H](c1ccccc1C1CCC1)C1CC1,0.036082335
N[C@H](c1ccccc1C1CCC1)C1CC1,0.036082335
O[C@@H](c1ccccc1C1CCC1)C1CC1,0.06150293
O[C@H](c1ccccc1C1CCC1)C1CC1,0.06150293
Cc1nc(c2ccccc2C2CC2)c(N)n1C(C)C,0.019912928
CCCCn1cnc(c2ccccc2C2CC2)c1N,0.022533292
NC1=N[C@@H](c2ccccc2C2CC2)CO1,0.048294105
NC1=N[C@H](c2ccccc2C2CC2)CO1,0.048294105
CC(C)c1nc(c2ccccc2C2CC2)c(N)n1C,0.023016432
CCCn1c(C)nc(c2ccccc2C2CC2)c1N,0.03547868
CC(C)c1nc(c2ccccc2C2CC2)c(N)n1N,0.024903798
C=CCn1c(C)nc(c2ccccc2C2CC2)c1N,0.016394034
C[C@@H]1NCC[C@@H]1c1ccccc1C1CC1,0.089380294
C[C@H]1NCC[C@@H]1c1ccccc1C1CC1,0.089380294
C[C@H]1NCC[C@H]1c1ccccc1C1CC1,0.089380294
C#CCn1c(C)nc(c2ccccc2C2CC2)c1N,0.037045706
C[C@@H]1NCC[C@H]1c1ccccc1C1CC1,0.089380294
C[C@H]1CCN[C@@H]1c1ccccc1C1CC1,0.0467864
C[C@H]1CCN[C@H]1c1ccccc1C1CC1,0.0467864
C[C@@H]1CCN[C@H]1c1ccccc1C1CC1,0.0467864
C[C@@H]1CCN[C@@H]1c1ccccc1C1CC1,0.0467864
CC(C)Cn1cnc(c2ccccc2C2CC2)c1N,0.025275437
N[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.07086662
N[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.07086662
N[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.07086662
N[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.07086662
C[C@H]1C[C@@H](c2ccccc2C2CC2)CN1,0.10671623
C[C@@H]1C[C@H](c2ccccc2C2CC2)CN1,0.10671623
C[C@H]1C[C@H](c2ccccc2C2CC2)CN1,0.10671623
C[C@@H]1C[C@@H](c2ccccc2C2CC2)CN1,0.10671623
CCC[C@H](N)c1cc(c2ccccc2C2CC2)no1,0.018779008
CCC[C@@H](N)c1cc(c2ccccc2C2CC2)no1,0.018779008
O[C@@H]1CN[C@H](c2ccccc2C2CC2)C1,0.06898099
O[C@H]1CN[C@@H](c2ccccc2C2CC2)C1,0.06898099
O[C@H]1CN[C@H](c2ccccc2C2CC2)C1,0.06898099
O[C@@H]1CN[C@@H](c2ccccc2C2CC2)C1,0.06898099
CC1(C#N)CN(Cc2ccccc2C2CC2)C1,0.050623894
NC1=NC[C@@H](c2ccccc2C2CC2)N1,0.051138267
NC1=NC[C@H](c2ccccc2C2CC2)N1,0.051138267
NC1=NC[C@@H](c2ccccc2C2CC2)O1,0.03593611
NC1=NC[C@H](c2ccccc2C2CC2)O1,0.03593611
CC(C)(C)n1cnc(c2ccccc2C2CC2)c1N,0.01892432
N#C[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.08046874
N#C[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.08046874
N#C[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.08046874
N#C[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.08046874
CN[C@H](c1ccccc1C1CCC1)[C@@H]1C[C@H]1C,0.07191435
CN[C@H](c1ccccc1C1CCC1)[C@H]1C[C@H]1C,0.07191435
CC1([C@@H](NN)c2ccccc2C2CCC2)CC1,0.05556874
CC1([C@H](NN)c2ccccc2C2CCC2)CC1,0.05556874
CC1(C)NCC[C@H]1c1ccccc1C1CC1,0.06396319
CC1(C)NCC[C@@H]1c1ccccc1C1CC1,0.06396319
C[C@@]1(N)CNC[C@H]1c1ccccc1C1CC1,0.028224688
C[C@@]1(N)CNC[C@@H]1c1ccccc1C1CC1,0.028224688
CC1(C)C[C@H]1[C@H](N)c1ccccc1C1CCC1,0.03554212
CC1(C)C[C@@H]1[C@@H](N)c1ccccc1C1CCC1,0.03554212
CC1(C)C[C@H]1[C@@H](N)c1ccccc1C1CCC1,0.03554212
C[C@]1(N)CNC[C@H]1c1ccccc1C1CC1,0.028224688
C[C@]1(N)CNC[C@@H]1c1ccccc1C1CC1,0.028224688
CC1(C)C[C@@H]1[C@H](N)c1ccccc1C1CCC1,0.03554212
Cn1c(N)c(c2ccccc2C2CC2)nc1C(C)(C)C,0.028352657
CCc1nc(c2ccccc2C2CC2)c(N)n1CC,0.039180957
CN1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.094762914
CN1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.094762914
C[C@@H]1C[C@@H]1[C@H](N)c1ccccc1C1CCC1,0.04659248
C[C@@H]1C[C@H]1[C@H](N)c1ccccc1C1CCC1,0.04659248
CC[C@@H]1CCN[C@H]1c1ccccc1C1CC1,0.022965383
CC[C@@H]1CCN[C@@H]1c1ccccc1C1CC1,0.022965383
CC[C@H]1CCN[C@@H]1c1ccccc1C1CC1,0.022965383
CC[C@H]1CCN[C@H]1c1ccccc1C1CC1,0.022965383
C[C@@H]1C[C@H]1[C@H](O)c1ccccc1C1CCC1,0.08419582
C[C@@H]1C[C@@H]1[C@H](O)c1ccccc1C1CCC1,0.08419582
C[C@@H]1C[C@H]1[C@H](NN)c1ccccc1C1CCC1,0.04852809
C[C@@H]1C[C@H]1[C@@H](NN)c1ccccc1C1CCC1,0.04852809
C[C@@H]1C[C@@H]1[C@@H](NN)c1ccccc1C1CCC1,0.04852809
C[C@@H]1C[C@@H]1[C@H](NN)c1ccccc1C1CCC1,0.04852809
CCc1nc(c2ccccc2C2CC2)c(N)n1C(C)C,0.024736242
CCCCn1c(C)nc(c2ccccc2C2CC2)c1N,0.025506645
CC[C@@H]1N[C@H](C)C[C@H]1c1ccccc1C1CC1,0.06865064
CC(C)(C)c1nc(c2ccccc2C2CC2)c(N)n1N,0.02893562
CC(C)c1onc(c2ccccc2C2CC2)c1C(=O)O,0.018997606
Cc1nc(c2ccccc2C2CC2)c(N)n1CC(C)C,0.017765399
OC[C@@H]1CC(=NO1)c1ccccc1C1CC1,0.08231106
OC[C@H]1CC(=NO1)c1ccccc1C1CC1,0.08231106
NC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.07298268
NC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.07298268
NC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.07298268
NC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.07298268
CCCc1onc(c2ccccc2C2CC2)c1C(=O)O,0.039918266
C#CCn1c(N)c(c2ccccc2C2CC2)nc1CC,0.051128738
Cc1nc(c2ccccc2C2CC2)c(N)n1C(C)(C)C,0.014990945
CN1CC[C@@H](CN)[C@H]1c1ccccc1C1CC1,0.05735839
CN1CC[C@H](CN)[C@H]1c1ccccc1C1CC1,0.05735839
CCCn1c(N)c(c2ccccc2C2CC2)nc1CC,0.058991764
C=CCn1c(N)c(c2ccccc2C2CC2)nc1CC,0.023045423
CCN1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.029760659
CCN1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.029760659
COCCN1C(=NC[C@H]1c1ccccc1C1CC1)N,0.042125404
COCCN1C(=NC[C@@H]1c1ccccc1C1CC1)N,0.042125404
CC(C)N1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.035916112
CC(C)N1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.035916112
CC1(C)C([C@@H](N)c2ccccc2C2CCC2)C1(C)C,0.04023714
CC1(C)C([C@H](N)c2ccccc2C2CCC2)C1(C)C,0.04023714
C=CCn1c(N)c(c2ccccc2C2CC2)nc1CCC,0.013875342
CC[C@H](C)N1C(=NC[C@H]1c1ccccc1C1CC1)N,0.016619138
CC[C@H](C)N1C(=NC[C@@H]1c1ccccc1C1CC1)N,0.016619138
CC[C@@H](C)N1C(=NC[C@H]1c1ccccc1C1CC1)N,0.016619138
CC[C@@H](C)N1C(=NC[C@@H]1c1ccccc1C1CC1)N,0.016619138
CCCN[C@H](c1ccccc1C1CCC1)[C@@H]1C[C@@H]1C,0.08512741
CCCN[C@H](c1ccccc1C1CCC1)[C@H]1C[C@H]1C,0.08512741
CCCN[C@H](c1ccccc1C1CCC1)[C@H]1C[C@@H]1C,0.08512741
CCCN[C@H](c1ccccc1C1CCC1)[C@@H]1C[C@H]1C,0.08512741
C[C@@H]1CN[C@@H](c2ccccc2C2CC2)C1,0.07018437
C[C@H]1CN[C@@H](c2ccccc2C2CC2)C1,0.07018437
C[C@@H]1CN[C@H](c2ccccc2C2CC2)C1,0.07018437
C[C@H]1CN[C@H](c2ccccc2C2CC2)C1,0.07018437
CCCN[C@@H](c1ccccc1C1CCC1)C1(C)CC1,0.05972351
CCCN[C@H](c1ccccc1C1CCC1)C1(C)CC1,0.05972351
NS(=O)(=O)c1c(C(F)(F)F)ccc(C2CC2)c1c1nn[nH]n1,0.042595774
CC(C)Cc1onc(c2ccccc2C2CC2)c1C(=O)O,0.0415744
CCOc1cc(C=O)cc(C2CC2)c1C1CCCC1,0.0242094
C[C@@]1(C(=O)N)C[N@H+](Cc2ccccc2C2CC2)C1,0.064153686
CC(C)CN1C(=NC[C@H]1c1ccccc1C1CC1)N,0.032061987
CC(C)CN1C(=NC[C@@H]1c1ccccc1C1CC1)N,0.032061987
CC(C)N1CC[C@@H](CN)[C@H]1c1ccccc1C1CC1,0.030036602
CC(C)N1CC[C@H](CN)[C@@H]1c1ccccc1C1CC1,0.030036602
CC(C)N1CC[C@H](CN)[C@H]1c1ccccc1C1CC1,0.030036602
CC(C)N1CC[C@@H](CN)[C@@H]1c1ccccc1C1CC1,0.030036602
CCn1c(N)c(c2ccccc2C2CC2)nc1C(C)C,0.015107312
CCN1CC[C@H](CN)[C@H]1c1ccccc1C1CC1,0.020016408
CCN1CC[C@@H](CN)[C@H]1c1ccccc1C1CC1,0.020016408
CCCCn1c(N)c(c2ccccc2C2CC2)nc1CC,0.04270348
C=CCn1c(N)c(c2ccccc2C2CC2)nc1C(C)C,0.010274687
CCN[C@H](c1ccccc1C1CCC1)[C@H]1C[C@H]1C,0.08572751
CCN[C@H](c1ccccc1C1CCC1)[C@@H]1C[C@H]1C,0.08572751
CCCN1CC[C@H](CN)[C@@H]1c1ccccc1C1CC1,0.03268278
CCCN1CC[C@@H](CN)[C@H]1c1ccccc1C1CC1,0.03268278
CCCN1CC[C@H](CN)[C@H]1c1ccccc1C1CC1,0.03268278
CCCN1CC[C@@H](CN)[C@@H]1c1ccccc1C1CC1,0.03268278
NN[C@@H](c1ccccc1C1CCC1)C1CC1,0.03746058
NN[C@H](c1ccccc1C1CCC1)C1CC1,0.03746058
CC(C)CN1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.030648308
CC(C)CN1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.030648308
CC(C)CN1CC[C@@H](N)[C@@H]1c1ccccc1C1CC1,0.030648308
CC(C)CN1CC[C@H](N)[C@@H]1c1ccccc1C1CC1,0.030648308
CCOc1cc(C2CCC2)c(C2CC2)cc1CO,0.051800516
CC(C)Oc1cc(C2CCCC2)c(C2CC2)cc1CO,0.056564316
C#CCn1c(N)c(c2ccccc2C2CC2)nc1CCC,0.031140134
CN(C)CCN1C(=NC[C@@H]1c1ccccc1C1CC1)N,0.034322795
CN(C)CCN1C(=NC[C@H]1c1ccccc1C1CC1)N,0.034322795
CCOc1cc(C=O)cc(C2CC2)c1C1CCC1,0.02414404
CC1(OCC(=O)O)CN(Cc2ccccc2C2CC2)C1,0.057925675
CC(C)Oc1cc(C2CCC2)c(C2CC2)cc1C=O,0.042240463
CCCN1CC[C@@H](CNC)[C@H]1c1ccccc1C1CC1,0.037969705
CCCN1CC[C@@H](CNC)[C@@H]1c1ccccc1C1CC1,0.037969705
CCCN1CC[C@H](CNC)[C@H]1c1ccccc1C1CC1,0.037969705
CCCN1CC[C@H](CNC)[C@@H]1c1ccccc1C1CC1,0.037969705
CCCc1nc(c2ccccc2C2CC2)c(N)n1CC,0.02374638
CCOc1cc(C2CCC2)c(C2CC2)cc1C=O,0.048225436
CC(C)Oc1cc(C2CCCC2)c(C2CC2)cc1C=O,0.042352676
CCNC[C@@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.066774696
CCNC[C@@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.066774696
CCNC[C@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.066774696
CCNC[C@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.066774696
CC(C)(C)N1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.0400589
CC(C)(C)N1CC[C@H](N)[C@@H]1c1ccccc1C1CC1,0.0400589
CC(C)(C)N1CC[C@@H](N)[C@@H]1c1ccccc1C1CC1,0.0400589
CC(C)(C)N1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.0400589
CCN1CC[C@@H](CNC)[C@H]1c1ccccc1C1CC1,0.023303706
CCN1CC[C@H](CNC)[C@@H]1c1ccccc1C1CC1,0.023303706
CCN1CC[C@H](CNC)[C@H]1c1ccccc1C1CC1,0.023303706
CCN1CC[C@@H](CNC)[C@@H]1c1ccccc1C1CC1,0.023303706
CN[C@H](c1ccccc1C1CCC1)C1C(C)(C)C1(C)C,0.045678716
CN[C@@H](c1ccccc1C1CCC1)C1C(C)(C)C1(C)C,0.045678716
CC(C)c1nc(c2ccccc2C2CC2)c(N)n1C(C)C,0.022238318
CC(C)NC[C@@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.06758425
CC(C)NC[C@@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.06758425
CC(C)NC[C@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.06758425
CC(C)NC[C@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.06758425
CNC[C@@H]1CCN(C(C)C)[C@@H]1c1ccccc1C1CC1,0.034910966
CNC[C@H]1CCN(C(C)C)[C@@H]1c1ccccc1C1CC1,0.034910966
CNC[C@H]1CCN(C(C)C)[C@H]1c1ccccc1C1CC1,0.034910966
CNC[C@@H]1CCN(C(C)C)[C@H]1c1ccccc1C1CC1,0.034910966
CC(C)NC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.09459248
CC(C)NC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.09459248
CC(C)NC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.09459248
CC(C)NC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.09459248
CC(C)CNC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.07494726
CC(C)CNC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.07494726
CC(C)CNC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.07494726
CC(C)CNC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.07494726
COCCN1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.039979752
COCCN1CC[C@H](N)[C@@H]1c1ccccc1C1CC1,0.039979752
COCCN1CC[C@@H](N)[C@@H]1c1ccccc1C1CC1,0.039979752
COCCN1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.039979752
CCCNC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.09803807
CCCNC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.09803807
CCCNC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.09803807
CCCNC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.09803807
CC(C)(C)NC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.08430412
CC(C)(C)NC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.08430412
CC(C)(C)NC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.08430412
CC(C)(C)NC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.08430412
CCCNC[C@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.07012226
CCCNC[C@@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.07012226
CCCNC[C@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.07012226
CCCNC[C@@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.07012226
CCN[C@@H](c1ccccc1C1CCC1)C1C(C)(C)C1(C)C,0.048602786
CCN[C@H](c1ccccc1C1CCC1)C1C(C)(C)C1(C)C,0.048602786
CCOC(=O)c1cc(OCC)c(C2CCC2)c(C2CC2)c1,0.03486102
COCCNC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.09100488
COCCNC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.09100488
COCCNC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.09100488
COCCNC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.09100488
