SMILES,NR1H3
[C@H](c1ncc[nH]1)c1ccc(F)cc1Cc1cncnc1,0.07241298
Oc1nc(c2ccccc2C2CC2)no1,0.30641413
Clc1cc(c2ccccc2C2CC2)no1,0.41572648
c1ccc(C2CCC2)c(C[C@@H]2CO2)c1,0.25219315
c1ccc(C2CCC2)c(C[C@H]2CO2)c1,0.25219315
OCc1cc(c2ccccc2C2CC2)no1,0.11283151
OCc1c[nH]c(c2ccccc2C2CC2)n1,0.14520897
O[C@@H](c1ccccc1C1CC1)C1CNC1,0.13589437
O[C@H](c1ccccc1C1CC1)C1CNC1,0.13589437
c1ccc([C@@H]2CCN2)c(C2CC2)c1,0.19470933
c1ccc([C@H]2CCN2)c(C2CC2)c1,0.19470933
CC(=O)c1c[nH]c(c2ccccc2C2CC2)n1,0.111554526
NC1CN(Cc2ccccc2C2CC2)C1,0.1646851
CCCc1nc(c2ccccc2C2CC2)c(N)n1C,0.31852356
CCCc1nc(c2ccccc2C2CC2)c(N)n1N,0.25965545
CC[C@@H](N)c1cc(c2ccccc2C2CC2)no1,0.17426227
CC[C@H](N)c1cc(c2ccccc2C2CC2)no1,0.17426227
N[C@@H](c1ccccc1C1CCC1)C1CC1,0.3163447
N[C@H](c1ccccc1C1CCC1)C1CC1,0.3163447
O[C@@H](c1ccccc1C1CCC1)C1CC1,0.23924397
O[C@H](c1ccccc1C1CCC1)C1CC1,0.23924397
Cc1nc(c2ccccc2C2CC2)c(N)n1C(C)C,0.10237826
CCCCn1cnc(c2ccccc2C2CC2)c1N,0.12045044
NC1=N[C@@H](c2ccccc2C2CC2)CO1,0.14937913
NC1=N[C@H](c2ccccc2C2CC2)CO1,0.14937913
CC(C)c1nc(c2ccccc2C2CC2)c(N)n1C,0.15970267
CCCn1c(C)nc(c2ccccc2C2CC2)c1N,0.07769117
CC(C)c1nc(c2ccccc2C2CC2)c(N)n1N,0.10846672
C=CCn1c(C)nc(c2ccccc2C2CC2)c1N,0.08753154
C[C@@H]1NCC[C@@H]1c1ccccc1C1CC1,0.1827491
C[C@H]1NCC[C@@H]1c1ccccc1C1CC1,0.1827491
C[C@H]1NCC[C@H]1c1ccccc1C1CC1,0.1827491
C#CCn1c(C)nc(c2ccccc2C2CC2)c1N,0.09967703
C[C@@H]1NCC[C@H]1c1ccccc1C1CC1,0.1827491
C[C@H]1CCN[C@@H]1c1ccccc1C1CC1,0.18080673
C[C@H]1CCN[C@H]1c1ccccc1C1CC1,0.18080673
C[C@@H]1CCN[C@H]1c1ccccc1C1CC1,0.18080673
C[C@@H]1CCN[C@@H]1c1ccccc1C1CC1,0.18080673
CC(C)Cn1cnc(c2ccccc2C2CC2)c1N,0.12946847
N[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.23237687
N[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.23237687
N[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.23237687
N[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.23237687
C[C@H]1C[C@@H](c2ccccc2C2CC2)CN1,0.24722284
C[C@@H]1C[C@H](c2ccccc2C2CC2)CN1,0.24722284
C[C@H]1C[C@H](c2ccccc2C2CC2)CN1,0.24722284
C[C@@H]1C[C@@H](c2ccccc2C2CC2)CN1,0.24722284
CCC[C@H](N)c1cc(c2ccccc2C2CC2)no1,0.15456785
CCC[C@@H](N)c1cc(c2ccccc2C2CC2)no1,0.15456785
O[C@@H]1CN[C@H](c2ccccc2C2CC2)C1,0.24809039
O[C@H]1CN[C@@H](c2ccccc2C2CC2)C1,0.24809039
O[C@H]1CN[C@H](c2ccccc2C2CC2)C1,0.24809039
O[C@@H]1CN[C@@H](c2ccccc2C2CC2)C1,0.24809039
CC1(C#N)CN(Cc2ccccc2C2CC2)C1,0.15570332
NC1=NC[C@@H](c2ccccc2C2CC2)N1,0.12162951
NC1=NC[C@H](c2ccccc2C2CC2)N1,0.12162951
NC1=NC[C@@H](c2ccccc2C2CC2)O1,0.35850814
NC1=NC[C@H](c2ccccc2C2CC2)O1,0.35850814
CC(C)(C)n1cnc(c2ccccc2C2CC2)c1N,0.12244254
N#C[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.15510823
N#C[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.15510823
N#C[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.15510823
N#C[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.15510823
CN[C@H](c1ccccc1C1CCC1)[C@@H]1C[C@H]1C,0.24963222
CN[C@H](c1ccccc1C1CCC1)[C@H]1C[C@H]1C,0.24963222
CC1([C@@H](NN)c2ccccc2C2CCC2)CC1,0.2241116
CC1([C@H](NN)c2ccccc2C2CCC2)CC1,0.2241116
CC1(C)NCC[C@H]1c1ccccc1C1CC1,0.18038669
CC1(C)NCC[C@@H]1c1ccccc1C1CC1,0.18038669
C[C@@]1(N)CNC[C@H]1c1ccccc1C1CC1,0.196518
C[C@@]1(N)CNC[C@@H]1c1ccccc1C1CC1,0.196518
CC1(C)C[C@H]1[C@H](N)c1ccccc1C1CCC1,0.21260466
CC1(C)C[C@@H]1[C@@H](N)c1ccccc1C1CCC1,0.21260466
CC1(C)C[C@H]1[C@@H](N)c1ccccc1C1CCC1,0.21260466
C[C@]1(N)CNC[C@H]1c1ccccc1C1CC1,0.196518
C[C@]1(N)CNC[C@@H]1c1ccccc1C1CC1,0.196518
CC1(C)C[C@@H]1[C@H](N)c1ccccc1C1CCC1,0.21260466
Cn1c(N)c(c2ccccc2C2CC2)nc1C(C)(C)C,0.09332107
CCc1nc(c2ccccc2C2CC2)c(N)n1CC,0.42097652
CN1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.17472868
CN1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.17472868
C[C@@H]1C[C@@H]1[C@H](N)c1ccccc1C1CCC1,0.3534497
C[C@@H]1C[C@H]1[C@H](N)c1ccccc1C1CCC1,0.3534497
CC[C@@H]1CCN[C@H]1c1ccccc1C1CC1,0.17030641
CC[C@@H]1CCN[C@@H]1c1ccccc1C1CC1,0.17030641
CC[C@H]1CCN[C@@H]1c1ccccc1C1CC1,0.17030641
CC[C@H]1CCN[C@H]1c1ccccc1C1CC1,0.17030641
C[C@@H]1C[C@H]1[C@H](O)c1ccccc1C1CCC1,0.3265646
C[C@@H]1C[C@@H]1[C@H](O)c1ccccc1C1CCC1,0.3265646
C[C@@H]1C[C@H]1[C@H](NN)c1ccccc1C1CCC1,0.22865693
C[C@@H]1C[C@H]1[C@@H](NN)c1ccccc1C1CCC1,0.22865693
C[C@@H]1C[C@@H]1[C@@H](NN)c1ccccc1C1CCC1,0.22865693
C[C@@H]1C[C@@H]1[C@H](NN)c1ccccc1C1CCC1,0.22865693
CCc1nc(c2ccccc2C2CC2)c(N)n1C(C)C,0.15463705
CCCCn1c(C)nc(c2ccccc2C2CC2)c1N,0.06457513
CC[C@@H]1N[C@H](C)C[C@H]1c1ccccc1C1CC1,0.29473943
CC(C)(C)c1nc(c2ccccc2C2CC2)c(N)n1N,0.10204241
CC(C)c1onc(c2ccccc2C2CC2)c1C(=O)O,0.13341172
Cc1nc(c2ccccc2C2CC2)c(N)n1CC(C)C,0.0883004
OC[C@@H]1CC(=NO1)c1ccccc1C1CC1,0.24045531
OC[C@H]1CC(=NO1)c1ccccc1C1CC1,0.24045531
NC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.16228396
NC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.16228396
NC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.16228396
NC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.16228396
CCCc1onc(c2ccccc2C2CC2)c1C(=O)O,0.28129146
C#CCn1c(N)c(c2ccccc2C2CC2)nc1CC,0.33486155
Cc1nc(c2ccccc2C2CC2)c(N)n1C(C)(C)C,0.17267895
CN1CC[C@@H](CN)[C@H]1c1ccccc1C1CC1,0.19301647
CN1CC[C@H](CN)[C@H]1c1ccccc1C1CC1,0.19301647
CCCn1c(N)c(c2ccccc2C2CC2)nc1CC,0.26740614
C=CCn1c(N)c(c2ccccc2C2CC2)nc1CC,0.28093287
CCN1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.3113827
CCN1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.3113827
COCCN1C(=NC[C@H]1c1ccccc1C1CC1)N,0.102921724
COCCN1C(=NC[C@@H]1c1ccccc1C1CC1)N,0.102921724
CC(C)N1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.15758884
CC(C)N1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.15758884
CC1(C)C([C@@H](N)c2ccccc2C2CCC2)C1(C)C,0.25218672
CC1(C)C([C@H](N)c2ccccc2C2CCC2)C1(C)C,0.25218672
C=CCn1c(N)c(c2ccccc2C2CC2)nc1CCC,0.23821531
CC[C@H](C)N1C(=NC[C@H]1c1ccccc1C1CC1)N,0.08129427
CC[C@H](C)N1C(=NC[C@@H]1c1ccccc1C1CC1)N,0.08129427
CC[C@@H](C)N1C(=NC[C@H]1c1ccccc1C1CC1)N,0.08129427
CC[C@@H](C)N1C(=NC[C@@H]1c1ccccc1C1CC1)N,0.08129427
CCCN[C@H](c1ccccc1C1CCC1)[C@@H]1C[C@@H]1C,0.2278429
CCCN[C@H](c1ccccc1C1CCC1)[C@H]1C[C@H]1C,0.2278429
CCCN[C@H](c1ccccc1C1CCC1)[C@H]1C[C@@H]1C,0.2278429
CCCN[C@H](c1ccccc1C1CCC1)[C@@H]1C[C@H]1C,0.2278429
C[C@@H]1CN[C@@H](c2ccccc2C2CC2)C1,0.22285081
C[C@H]1CN[C@@H](c2ccccc2C2CC2)C1,0.22285081
C[C@@H]1CN[C@H](c2ccccc2C2CC2)C1,0.22285081
C[C@H]1CN[C@H](c2ccccc2C2CC2)C1,0.22285081
CCCN[C@@H](c1ccccc1C1CCC1)C1(C)CC1,0.22969145
CCCN[C@H](c1ccccc1C1CCC1)C1(C)CC1,0.22969145
NS(=O)(=O)c1c(C(F)(F)F)ccc(C2CC2)c1c1nn[nH]n1,0.25491437
CC(C)Cc1onc(c2ccccc2C2CC2)c1C(=O)O,0.13596319
CCOc1cc(C=O)cc(C2CC2)c1C1CCCC1,0.10324909
C[C@@]1(C(=O)N)C[N@H+](Cc2ccccc2C2CC2)C1,0.2993954
CC(C)CN1C(=NC[C@H]1c1ccccc1C1CC1)N,0.13906461
CC(C)CN1C(=NC[C@@H]1c1ccccc1C1CC1)N,0.13906461
CC(C)N1CC[C@@H](CN)[C@H]1c1ccccc1C1CC1,0.18247847
CC(C)N1CC[C@H](CN)[C@@H]1c1ccccc1C1CC1,0.18247847
CC(C)N1CC[C@H](CN)[C@H]1c1ccccc1C1CC1,0.18247847
CC(C)N1CC[C@@H](CN)[C@@H]1c1ccccc1C1CC1,0.18247847
CCn1c(N)c(c2ccccc2C2CC2)nc1C(C)C,0.1579132
CCN1CC[C@H](CN)[C@H]1c1ccccc1C1CC1,0.3441536
CCN1CC[C@@H](CN)[C@H]1c1ccccc1C1CC1,0.3441536
CCCCn1c(N)c(c2ccccc2C2CC2)nc1CC,0.23025794
C=CCn1c(N)c(c2ccccc2C2CC2)nc1C(C)C,0.12359787
CCN[C@H](c1ccccc1C1CCC1)[C@H]1C[C@H]1C,0.30626845
CCN[C@H](c1ccccc1C1CCC1)[C@@H]1C[C@H]1C,0.30626845
CCCN1CC[C@H](CN)[C@@H]1c1ccccc1C1CC1,0.2966331
CCCN1CC[C@@H](CN)[C@H]1c1ccccc1C1CC1,0.2966331
CCCN1CC[C@H](CN)[C@H]1c1ccccc1C1CC1,0.2966331
CCCN1CC[C@@H](CN)[C@@H]1c1ccccc1C1CC1,0.2966331
NN[C@@H](c1ccccc1C1CCC1)C1CC1,0.17588545
NN[C@H](c1ccccc1C1CCC1)C1CC1,0.17588545
CC(C)CN1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.21679512
CC(C)CN1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.21679512
CC(C)CN1CC[C@@H](N)[C@@H]1c1ccccc1C1CC1,0.21679512
CC(C)CN1CC[C@H](N)[C@@H]1c1ccccc1C1CC1,0.21679512
CCOc1cc(C2CCC2)c(C2CC2)cc1CO,0.23237494
CC(C)Oc1cc(C2CCCC2)c(C2CC2)cc1CO,0.1289096
C#CCn1c(N)c(c2ccccc2C2CC2)nc1CCC,0.28721952
CN(C)CCN1C(=NC[C@@H]1c1ccccc1C1CC1)N,0.09868476
CN(C)CCN1C(=NC[C@H]1c1ccccc1C1CC1)N,0.09868476
CCOc1cc(C=O)cc(C2CC2)c1C1CCC1,0.12384781
CC1(OCC(=O)O)CN(Cc2ccccc2C2CC2)C1,0.45206988
CC(C)Oc1cc(C2CCC2)c(C2CC2)cc1C=O,0.15606654
CCCN1CC[C@@H](CNC)[C@H]1c1ccccc1C1CC1,0.39790997
CCCN1CC[C@@H](CNC)[C@@H]1c1ccccc1C1CC1,0.39790997
CCCN1CC[C@H](CNC)[C@H]1c1ccccc1C1CC1,0.39790997
CCCN1CC[C@H](CNC)[C@@H]1c1ccccc1C1CC1,0.39790997
CCCc1nc(c2ccccc2C2CC2)c(N)n1CC,0.36785853
CCOc1cc(C2CCC2)c(C2CC2)cc1C=O,0.17046824
CC(C)Oc1cc(C2CCCC2)c(C2CC2)cc1C=O,0.1309098
CCNC[C@@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.37402758
CCNC[C@@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.37402758
CCNC[C@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.37402758
CCNC[C@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.37402758
CC(C)(C)N1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.17570795
CC(C)(C)N1CC[C@H](N)[C@@H]1c1ccccc1C1CC1,0.17570795
CC(C)(C)N1CC[C@@H](N)[C@@H]1c1ccccc1C1CC1,0.17570795
CC(C)(C)N1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.17570795
CCN1CC[C@@H](CNC)[C@H]1c1ccccc1C1CC1,0.45124608
CCN1CC[C@H](CNC)[C@@H]1c1ccccc1C1CC1,0.45124608
CCN1CC[C@H](CNC)[C@H]1c1ccccc1C1CC1,0.45124608
CCN1CC[C@@H](CNC)[C@@H]1c1ccccc1C1CC1,0.45124608
CN[C@H](c1ccccc1C1CCC1)C1C(C)(C)C1(C)C,0.18707581
CN[C@@H](c1ccccc1C1CCC1)C1C(C)(C)C1(C)C,0.18707581
CC(C)c1nc(c2ccccc2C2CC2)c(N)n1C(C)C,0.08019099
CC(C)NC[C@@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.144182
CC(C)NC[C@@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.144182
CC(C)NC[C@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.144182
CC(C)NC[C@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.144182
CNC[C@@H]1CCN(C(C)C)[C@@H]1c1ccccc1C1CC1,0.25913987
CNC[C@H]1CCN(C(C)C)[C@@H]1c1ccccc1C1CC1,0.25913987
CNC[C@H]1CCN(C(C)C)[C@H]1c1ccccc1C1CC1,0.25913987
CNC[C@@H]1CCN(C(C)C)[C@H]1c1ccccc1C1CC1,0.25913987
CC(C)NC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.111586176
CC(C)NC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.111586176
CC(C)NC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.111586176
CC(C)NC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.111586176
CC(C)CNC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.21343488
CC(C)CNC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.21343488
CC(C)CNC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.21343488
CC(C)CNC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.21343488
COCCN1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.27979577
COCCN1CC[C@H](N)[C@@H]1c1ccccc1C1CC1,0.27979577
COCCN1CC[C@@H](N)[C@@H]1c1ccccc1C1CC1,0.27979577
COCCN1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.27979577
CCCNC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.20545585
CCCNC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.20545585
CCCNC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.20545585
CCCNC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.20545585
CC(C)(C)NC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.27122372
CC(C)(C)NC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.27122372
CC(C)(C)NC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.27122372
CC(C)(C)NC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.27122372
CCCNC[C@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.25752392
CCCNC[C@@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.25752392
CCCNC[C@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.25752392
CCCNC[C@@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.25752392
CCN[C@@H](c1ccccc1C1CCC1)C1C(C)(C)C1(C)C,0.19909693
CCN[C@H](c1ccccc1C1CCC1)C1C(C)(C)C1(C)C,0.19909693
CCOC(=O)c1cc(OCC)c(C2CCC2)c(C2CC2)c1,0.07686516
COCCNC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.15227677
COCCNC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.15227677
COCCNC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.15227677
COCCNC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.15227672
