SMILES,ROCK2
[C@H](c1ncc[nH]1)c1ccc(F)cc1Cc1cncnc1,0.510979
Oc1nc(c2ccccc2C2CC2)no1,0.091253385
Clc1cc(c2ccccc2C2CC2)no1,0.112402946
c1ccc(C2CCC2)c(C[C@@H]2CO2)c1,0.33781588
c1ccc(C2CCC2)c(C[C@H]2CO2)c1,0.33781588
OCc1cc(c2ccccc2C2CC2)no1,0.08581475
OCc1c[nH]c(c2ccccc2C2CC2)n1,0.34698123
O[C@@H](c1ccccc1C1CC1)C1CNC1,0.28915662
O[C@H](c1ccccc1C1CC1)C1CNC1,0.28915662
c1ccc([C@@H]2CCN2)c(C2CC2)c1,0.23448534
c1ccc([C@H]2CCN2)c(C2CC2)c1,0.23448534
CC(=O)c1c[nH]c(c2ccccc2C2CC2)n1,0.08811004
NC1CN(Cc2ccccc2C2CC2)C1,0.4445664
CCCc1nc(c2ccccc2C2CC2)c(N)n1C,0.07783319
CCCc1nc(c2ccccc2C2CC2)c(N)n1N,0.048489053
CC[C@@H](N)c1cc(c2ccccc2C2CC2)no1,0.11937807
CC[C@H](N)c1cc(c2ccccc2C2CC2)no1,0.11937807
N[C@@H](c1ccccc1C1CCC1)C1CC1,0.16105641
N[C@H](c1ccccc1C1CCC1)C1CC1,0.16105641
O[C@@H](c1ccccc1C1CCC1)C1CC1,0.14509237
O[C@H](c1ccccc1C1CCC1)C1CC1,0.14509237
Cc1nc(c2ccccc2C2CC2)c(N)n1C(C)C,0.047790967
CCCCn1cnc(c2ccccc2C2CC2)c1N,0.03261968
NC1=N[C@@H](c2ccccc2C2CC2)CO1,0.27403367
NC1=N[C@H](c2ccccc2C2CC2)CO1,0.27403367
CC(C)c1nc(c2ccccc2C2CC2)c(N)n1C,0.14520758
CCCn1c(C)nc(c2ccccc2C2CC2)c1N,0.03296413
CC(C)c1nc(c2ccccc2C2CC2)c(N)n1N,0.13404298
C=CCn1c(C)nc(c2ccccc2C2CC2)c1N,0.0757131
C[C@@H]1NCC[C@@H]1c1ccccc1C1CC1,0.28689224
C[C@H]1NCC[C@@H]1c1ccccc1C1CC1,0.28689224
C[C@H]1NCC[C@H]1c1ccccc1C1CC1,0.28689224
C#CCn1c(C)nc(c2ccccc2C2CC2)c1N,0.07104253
C[C@@H]1NCC[C@H]1c1ccccc1C1CC1,0.28689224
C[C@H]1CCN[C@@H]1c1ccccc1C1CC1,0.11701224
C[C@H]1CCN[C@H]1c1ccccc1C1CC1,0.11701224
C[C@@H]1CCN[C@H]1c1ccccc1C1CC1,0.11701224
C[C@@H]1CCN[C@@H]1c1ccccc1C1CC1,0.11701224
CC(C)Cn1cnc(c2ccccc2C2CC2)c1N,0.03901556
N[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.22530478
N[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.22530478
N[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.22530478
N[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.22530478
C[C@H]1C[C@@H](c2ccccc2C2CC2)CN1,0.2084172
C[C@@H]1C[C@H](c2ccccc2C2CC2)CN1,0.2084172
C[C@H]1C[C@H](c2ccccc2C2CC2)CN1,0.2084172
C[C@@H]1C[C@@H](c2ccccc2C2CC2)CN1,0.2084172
CCC[C@H](N)c1cc(c2ccccc2C2CC2)no1,0.07646898
CCC[C@@H](N)c1cc(c2ccccc2C2CC2)no1,0.07646898
O[C@@H]1CN[C@H](c2ccccc2C2CC2)C1,0.19592719
O[C@H]1CN[C@@H](c2ccccc2C2CC2)C1,0.19592719
O[C@H]1CN[C@H](c2ccccc2C2CC2)C1,0.19592719
O[C@@H]1CN[C@@H](c2ccccc2C2CC2)C1,0.19592719
CC1(C#N)CN(Cc2ccccc2C2CC2)C1,0.13489357
NC1=NC[C@@H](c2ccccc2C2CC2)N1,0.3295409
NC1=NC[C@H](c2ccccc2C2CC2)N1,0.3295409
NC1=NC[C@@H](c2ccccc2C2CC2)O1,0.26559693
NC1=NC[C@H](c2ccccc2C2CC2)O1,0.26559693
CC(C)(C)n1cnc(c2ccccc2C2CC2)c1N,0.03137359
N#C[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.09257467
N#C[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.09257467
N#C[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.09257467
N#C[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.09257467
CN[C@H](c1ccccc1C1CCC1)[C@@H]1C[C@H]1C,0.06980055
CN[C@H](c1ccccc1C1CCC1)[C@H]1C[C@H]1C,0.06980055
CC1([C@@H](NN)c2ccccc2C2CCC2)CC1,0.10653595
CC1([C@H](NN)c2ccccc2C2CCC2)CC1,0.10653595
CC1(C)NCC[C@H]1c1ccccc1C1CC1,0.2025056
CC1(C)NCC[C@@H]1c1ccccc1C1CC1,0.2025056
C[C@@]1(N)CNC[C@H]1c1ccccc1C1CC1,0.19397528
C[C@@]1(N)CNC[C@@H]1c1ccccc1C1CC1,0.19397528
CC1(C)C[C@H]1[C@H](N)c1ccccc1C1CCC1,0.11029413
CC1(C)C[C@@H]1[C@@H](N)c1ccccc1C1CCC1,0.11029413
CC1(C)C[C@H]1[C@@H](N)c1ccccc1C1CCC1,0.11029413
C[C@]1(N)CNC[C@H]1c1ccccc1C1CC1,0.19397528
C[C@]1(N)CNC[C@@H]1c1ccccc1C1CC1,0.19397528
CC1(C)C[C@@H]1[C@H](N)c1ccccc1C1CCC1,0.11029413
Cn1c(N)c(c2ccccc2C2CC2)nc1C(C)(C)C,0.12890334
CCc1nc(c2ccccc2C2CC2)c(N)n1CC,0.07022221
CN1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.1761776
CN1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.1761776
C[C@@H]1C[C@@H]1[C@H](N)c1ccccc1C1CCC1,0.17483394
C[C@@H]1C[C@H]1[C@H](N)c1ccccc1C1CCC1,0.17483394
CC[C@@H]1CCN[C@H]1c1ccccc1C1CC1,0.10384661
CC[C@@H]1CCN[C@@H]1c1ccccc1C1CC1,0.10384661
CC[C@H]1CCN[C@@H]1c1ccccc1C1CC1,0.10384661
CC[C@H]1CCN[C@H]1c1ccccc1C1CC1,0.10384661
C[C@@H]1C[C@H]1[C@H](O)c1ccccc1C1CCC1,0.12167042
C[C@@H]1C[C@@H]1[C@H](O)c1ccccc1C1CCC1,0.12167042
C[C@@H]1C[C@H]1[C@H](NN)c1ccccc1C1CCC1,0.10597024
C[C@@H]1C[C@H]1[C@@H](NN)c1ccccc1C1CCC1,0.10597024
C[C@@H]1C[C@@H]1[C@@H](NN)c1ccccc1C1CCC1,0.10597024
C[C@@H]1C[C@@H]1[C@H](NN)c1ccccc1C1CCC1,0.10597024
CCc1nc(c2ccccc2C2CC2)c(N)n1C(C)C,0.05005939
CCCCn1c(C)nc(c2ccccc2C2CC2)c1N,0.02458193
CC[C@@H]1N[C@H](C)C[C@H]1c1ccccc1C1CC1,0.13205996
CC(C)(C)c1nc(c2ccccc2C2CC2)c(N)n1N,0.12839861
CC(C)c1onc(c2ccccc2C2CC2)c1C(=O)O,0.07792523
Cc1nc(c2ccccc2C2CC2)c(N)n1CC(C)C,0.05264173
OC[C@@H]1CC(=NO1)c1ccccc1C1CC1,0.20068464
OC[C@H]1CC(=NO1)c1ccccc1C1CC1,0.20068464
NC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.27703926
NC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.27703926
NC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.27703926
NC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.27703926
CCCc1onc(c2ccccc2C2CC2)c1C(=O)O,0.06881628
C#CCn1c(N)c(c2ccccc2C2CC2)nc1CC,0.0272189
Cc1nc(c2ccccc2C2CC2)c(N)n1C(C)(C)C,0.081673265
CN1CC[C@@H](CN)[C@H]1c1ccccc1C1CC1,0.16833343
CN1CC[C@H](CN)[C@H]1c1ccccc1C1CC1,0.16833343
CCCn1c(N)c(c2ccccc2C2CC2)nc1CC,0.03477288
C=CCn1c(N)c(c2ccccc2C2CC2)nc1CC,0.0469751
CCN1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.18748236
CCN1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.18748236
COCCN1C(=NC[C@H]1c1ccccc1C1CC1)N,0.20351608
COCCN1C(=NC[C@@H]1c1ccccc1C1CC1)N,0.20351608
CC(C)N1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.15087615
CC(C)N1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.15087615
CC1(C)C([C@@H](N)c2ccccc2C2CCC2)C1(C)C,0.18678023
CC1(C)C([C@H](N)c2ccccc2C2CCC2)C1(C)C,0.18678023
C=CCn1c(N)c(c2ccccc2C2CC2)nc1CCC,0.060040053
CC[C@H](C)N1C(=NC[C@H]1c1ccccc1C1CC1)N,0.13761465
CC[C@H](C)N1C(=NC[C@@H]1c1ccccc1C1CC1)N,0.13761465
CC[C@@H](C)N1C(=NC[C@H]1c1ccccc1C1CC1)N,0.13761465
CC[C@@H](C)N1C(=NC[C@@H]1c1ccccc1C1CC1)N,0.13761465
CCCN[C@H](c1ccccc1C1CCC1)[C@@H]1C[C@@H]1C,0.04337882
CCCN[C@H](c1ccccc1C1CCC1)[C@H]1C[C@H]1C,0.04337882
CCCN[C@H](c1ccccc1C1CCC1)[C@H]1C[C@@H]1C,0.04337882
CCCN[C@H](c1ccccc1C1CCC1)[C@@H]1C[C@H]1C,0.04337882
C[C@@H]1CN[C@@H](c2ccccc2C2CC2)C1,0.22824185
C[C@H]1CN[C@@H](c2ccccc2C2CC2)C1,0.22824185
C[C@@H]1CN[C@H](c2ccccc2C2CC2)C1,0.22824185
C[C@H]1CN[C@H](c2ccccc2C2CC2)C1,0.22824185
CCCN[C@@H](c1ccccc1C1CCC1)C1(C)CC1,0.0682182
CCCN[C@H](c1ccccc1C1CCC1)C1(C)CC1,0.0682182
NS(=O)(=O)c1c(C(F)(F)F)ccc(C2CC2)c1c1nn[nH]n1,0.022221258
CC(C)Cc1onc(c2ccccc2C2CC2)c1C(=O)O,0.09970961
CCOc1cc(C=O)cc(C2CC2)c1C1CCCC1,0.036485385
C[C@@]1(C(=O)N)C[N@H+](Cc2ccccc2C2CC2)C1,0.10834184
CC(C)CN1C(=NC[C@H]1c1ccccc1C1CC1)N,0.102902584
CC(C)CN1C(=NC[C@@H]1c1ccccc1C1CC1)N,0.102902584
CC(C)N1CC[C@@H](CN)[C@H]1c1ccccc1C1CC1,0.17335826
CC(C)N1CC[C@H](CN)[C@@H]1c1ccccc1C1CC1,0.17335826
CC(C)N1CC[C@H](CN)[C@H]1c1ccccc1C1CC1,0.17335826
CC(C)N1CC[C@@H](CN)[C@@H]1c1ccccc1C1CC1,0.17335826
CCn1c(N)c(c2ccccc2C2CC2)nc1C(C)C,0.08045266
CCN1CC[C@H](CN)[C@H]1c1ccccc1C1CC1,0.18160827
CCN1CC[C@@H](CN)[C@H]1c1ccccc1C1CC1,0.18160827
CCCCn1c(N)c(c2ccccc2C2CC2)nc1CC,0.02594308
C=CCn1c(N)c(c2ccccc2C2CC2)nc1C(C)C,0.12184288
CCN[C@H](c1ccccc1C1CCC1)[C@H]1C[C@H]1C,0.1030236
CCN[C@H](c1ccccc1C1CCC1)[C@@H]1C[C@H]1C,0.1030236
CCCN1CC[C@H](CN)[C@@H]1c1ccccc1C1CC1,0.11904775
CCCN1CC[C@@H](CN)[C@H]1c1ccccc1C1CC1,0.11904775
CCCN1CC[C@H](CN)[C@H]1c1ccccc1C1CC1,0.11904775
CCCN1CC[C@@H](CN)[C@@H]1c1ccccc1C1CC1,0.11904775
NN[C@@H](c1ccccc1C1CCC1)C1CC1,0.17794165
NN[C@H](c1ccccc1C1CCC1)C1CC1,0.17794165
CC(C)CN1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.22199653
CC(C)CN1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.22199653
CC(C)CN1CC[C@@H](N)[C@@H]1c1ccccc1C1CC1,0.22199653
CC(C)CN1CC[C@H](N)[C@@H]1c1ccccc1C1CC1,0.22199653
CCOc1cc(C2CCC2)c(C2CC2)cc1CO,0.18083689
CC(C)Oc1cc(C2CCCC2)c(C2CC2)cc1CO,0.2338015
C#CCn1c(N)c(c2ccccc2C2CC2)nc1CCC,0.034990918
CN(C)CCN1C(=NC[C@@H]1c1ccccc1C1CC1)N,0.20140317
CN(C)CCN1C(=NC[C@H]1c1ccccc1C1CC1)N,0.20140317
CCOc1cc(C=O)cc(C2CC2)c1C1CCC1,0.04319515
CC1(OCC(=O)O)CN(Cc2ccccc2C2CC2)C1,0.10843437
CC(C)Oc1cc(C2CCC2)c(C2CC2)cc1C=O,0.17789592
CCCN1CC[C@@H](CNC)[C@H]1c1ccccc1C1CC1,0.054193743
CCCN1CC[C@@H](CNC)[C@@H]1c1ccccc1C1CC1,0.054193743
CCCN1CC[C@H](CNC)[C@H]1c1ccccc1C1CC1,0.054193743
CCCN1CC[C@H](CNC)[C@@H]1c1ccccc1C1CC1,0.054193743
CCCc1nc(c2ccccc2C2CC2)c(N)n1CC,0.08914799
CCOc1cc(C2CCC2)c(C2CC2)cc1C=O,0.110779785
CC(C)Oc1cc(C2CCCC2)c(C2CC2)cc1C=O,0.1536218
CCNC[C@@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.06025524
CCNC[C@@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.06025524
CCNC[C@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.06025524
CCNC[C@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.06025524
CC(C)(C)N1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.21907696
CC(C)(C)N1CC[C@H](N)[C@@H]1c1ccccc1C1CC1,0.21907696
CC(C)(C)N1CC[C@@H](N)[C@@H]1c1ccccc1C1CC1,0.21907696
CC(C)(C)N1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.21907696
CCN1CC[C@@H](CNC)[C@H]1c1ccccc1C1CC1,0.08600003
CCN1CC[C@H](CNC)[C@@H]1c1ccccc1C1CC1,0.08600003
CCN1CC[C@H](CNC)[C@H]1c1ccccc1C1CC1,0.08600003
CCN1CC[C@@H](CNC)[C@@H]1c1ccccc1C1CC1,0.08600003
CN[C@H](c1ccccc1C1CCC1)C1C(C)(C)C1(C)C,0.10513936
CN[C@@H](c1ccccc1C1CCC1)C1C(C)(C)C1(C)C,0.10513936
CC(C)c1nc(c2ccccc2C2CC2)c(N)n1C(C)C,0.11755736
CC(C)NC[C@@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.054408047
CC(C)NC[C@@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.054408047
CC(C)NC[C@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.054408047
CC(C)NC[C@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.054408047
CNC[C@@H]1CCN(C(C)C)[C@@H]1c1ccccc1C1CC1,0.08165985
CNC[C@H]1CCN(C(C)C)[C@@H]1c1ccccc1C1CC1,0.08165985
CNC[C@H]1CCN(C(C)C)[C@H]1c1ccccc1C1CC1,0.08165985
CNC[C@@H]1CCN(C(C)C)[C@H]1c1ccccc1C1CC1,0.08165985
CC(C)NC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.077472314
CC(C)NC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.077472314
CC(C)NC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.077472314
CC(C)NC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.077472314
CC(C)CNC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.08085503
CC(C)CNC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.08085503
CC(C)CNC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.08085503
CC(C)CNC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.08085503
COCCN1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.22474176
COCCN1CC[C@H](N)[C@@H]1c1ccccc1C1CC1,0.22474176
COCCN1CC[C@@H](N)[C@@H]1c1ccccc1C1CC1,0.22474176
COCCN1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.22474176
CCCNC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.052830674
CCCNC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.052830674
CCCNC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.052830674
CCCNC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.052830674
CC(C)(C)NC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.048962455
CC(C)(C)NC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.048962455
CC(C)(C)NC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.048962455
CC(C)(C)NC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.048962455
CCCNC[C@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.036809716
CCCNC[C@@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.036809716
CCCNC[C@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.036809716
CCCNC[C@@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.036809716
CCN[C@@H](c1ccccc1C1CCC1)C1C(C)(C)C1(C)C,0.1084541
CCN[C@H](c1ccccc1C1CCC1)C1C(C)(C)C1(C)C,0.1084541
CCOC(=O)c1cc(OCC)c(C2CCC2)c(C2CC2)c1,0.083589405
COCCNC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.0918028
COCCNC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.0918028
COCCNC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.0918028
COCCNC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.09180277
